train/loss,epoch,step
2.0362019538879395,0,0
,,0
0.833534836769104,0,100
0.5635388493537903,1,200
0.45185786485671997,1,300
0.5700165033340454,2,400
0.5693594217300415,2,500
0.4741620421409607,3,600
0.40248388051986694,3,700
0.5014429092407227,4,800
0.4191831052303314,4,900
0.460269570350647,5,1000
0.40704938769340515,5,1100
0.39466404914855957,6,1200
0.36626526713371277,6,1300
0.42428404092788696,7,1400
0.34133511781692505,7,1500
0.3679478168487549,8,1600
0.3962375521659851,8,1700
0.4261929988861084,9,1800
0.3547511696815491,10,1900
0.36291006207466125,10,2000
0.36813056468963623,11,2100
0.3465503454208374,11,2200
0.378473162651062,12,2300
0.33152419328689575,12,2400
0.3929765820503235,13,2500
0.3809487819671631,13,2600
0.38123074173927307,14,2700
0.38199591636657715,14,2800
0.36706602573394775,15,2900
0.31169241666793823,15,3000
0.34298861026763916,16,3100
0.32030758261680603,16,3200
0.3302671015262604,17,3300
0.360489159822464,17,3400
0.35277360677719116,18,3500
0.3679582476615906,19,3600
0.35164859890937805,19,3700
0.34715163707733154,20,3800
0.335653156042099,20,3900
0.33733782172203064,21,4000
0.29299598932266235,21,4100
0.35191041231155396,22,4200
0.3621719181537628,22,4300
0.31468355655670166,23,4400
0.28777235746383667,23,4500
0.3260437846183777,24,4600
0.29256686568260193,24,4700
0.31722861528396606,25,4800
0.30509471893310547,25,4900
0.3194931745529175,26,5000
0.33649665117263794,26,5100
0.3454762101173401,27,5200
0.25415870547294617,28,5300
0.2917746305465698,28,5400
0.3154769241809845,29,5500
0.40387022495269775,29,5600
0.3470925986766815,30,5700
0.3061440587043762,30,5800
0.3101818561553955,31,5900
0.3201826214790344,31,6000
0.2967624068260193,32,6100
0.25588035583496094,32,6200
0.3420864939689636,33,6300
0.2920134365558624,33,6400
0.3004462420940399,34,6500
0.2806457281112671,34,6600
0.25672364234924316,35,6700
0.2785329818725586,35,6800
0.3156442642211914,36,6900
0.25352272391319275,37,7000
0.2936338186264038,37,7100
0.35702812671661377,38,7200
0.2866174578666687,38,7300
0.3000006675720215,39,7400
0.3066039979457855,39,7500
0.2778036296367645,40,7600
0.2986851930618286,40,7700
0.3857819139957428,41,7800
0.2591942846775055,41,7900
0.30490604043006897,42,8000
0.3003140091896057,42,8100
0.276985764503479,43,8200
0.34595441818237305,43,8300
0.31500253081321716,44,8400
0.26594632863998413,44,8500
0.2841590642929077,45,8600
0.35544461011886597,46,8700
0.3146871328353882,46,8800
0.2881227433681488,47,8900
0.2976829707622528,47,9000
0.32249513268470764,48,9100
0.27751338481903076,48,9200
0.28548797965049744,49,9300
0.3428025245666504,49,9400
0.32565170526504517,50,9500
0.37369781732559204,50,9600
0.27269572019577026,51,9700
0.2718890905380249,51,9800
0.27653664350509644,52,9900
0.3181968033313751,52,10000
,,10000
0.3064380884170532,53,10100
0.25755491852760315,53,10200
0.25795990228652954,54,10300
0.24917066097259521,55,10400
0.37036776542663574,55,10500
0.25612905621528625,56,10600
0.2753305435180664,56,10700
0.32086265087127686,57,10800
0.26656001806259155,57,10900
0.27805259823799133,58,11000
0.3068360984325409,58,11100
0.2699684500694275,59,11200
0.23765477538108826,59,11300
0.2794535160064697,60,11400
0.22897401452064514,60,11500
0.29386553168296814,61,11600
0.2727391719818115,61,11700
0.32528021931648254,62,11800
0.24909932911396027,62,11900
0.37603968381881714,63,12000
0.2813500165939331,64,12100
0.2643750309944153,64,12200
0.26549527049064636,65,12300
0.29585570096969604,65,12400
0.24645471572875977,66,12500
0.23407649993896484,66,12600
0.2532229423522949,67,12700
0.3008102476596832,67,12800
0.2906171679496765,68,12900
0.2801564335823059,68,13000
0.2530417740345001,69,13100
0.31916338205337524,69,13200
0.2479102462530136,70,13300
0.3149077594280243,70,13400
0.27201488614082336,71,13500
0.2670307755470276,71,13600
0.2516562044620514,72,13700
0.27686238288879395,73,13800
0.2963603436946869,73,13900
0.22980014979839325,74,14000
0.28793591260910034,74,14100
0.2660703957080841,75,14200
0.31034398078918457,75,14300
0.2390233278274536,76,14400
0.24248331785202026,76,14500
0.25579097867012024,77,14600
0.2542683482170105,77,14700
0.3172667622566223,78,14800
0.2640427052974701,78,14900
0.28127521276474,79,15000
0.2765246629714966,79,15100
0.32640016078948975,80,15200
0.26182326674461365,80,15300
0.24826166033744812,81,15400
0.25110504031181335,82,15500
0.23595941066741943,82,15600
0.2777853012084961,83,15700
0.21661150455474854,83,15800
0.24602185189723969,84,15900
0.2722528576850891,84,16000
0.2794490158557892,85,16100
0.29412537813186646,85,16200
0.2303304523229599,86,16300
0.2569471001625061,86,16400
0.2165297120809555,87,16500
0.2678182125091553,87,16600
0.30315160751342773,88,16700
0.2692187428474426,88,16800
0.27245384454727173,89,16900
0.26715683937072754,89,17000
0.2774674594402313,90,17100
0.2970469892024994,91,17200
0.24421371519565582,91,17300
0.2992004156112671,92,17400
0.27879565954208374,92,17500
0.2692864239215851,93,17600
0.23712825775146484,93,17700
0.2553647756576538,94,17800
0.23585784435272217,94,17900
0.25181323289871216,95,18000
0.25130701065063477,95,18100
0.27710211277008057,96,18200
0.23823940753936768,96,18300
0.256187379360199,97,18400
0.29034850001335144,97,18500
0.26590579748153687,98,18600
0.27728360891342163,98,18700
0.23222288489341736,99,18800
0.2908402383327484,100,18900
0.26556339859962463,100,19000
0.2232653945684433,101,19100
0.21892955899238586,101,19200
0.2784798741340637,102,19300
0.2596433162689209,102,19400
0.2910919785499573,103,19500
0.2475164383649826,103,19600
0.310039222240448,104,19700
0.22766607999801636,104,19800
0.3096570670604706,105,19900
0.2653096318244934,105,20000
,,20000
0.23911815881729126,106,20100
0.250502347946167,106,20200
0.2401171624660492,107,20300
0.2761908173561096,107,20400
0.20878866314888,108,20500
0.251720130443573,108,20600
0.26647698879241943,109,20700
0.2356298863887787,110,20800
0.2458237260580063,110,20900
0.23787561058998108,111,21000
0.23532778024673462,111,21100
0.20822840929031372,112,21200
0.24576905369758606,112,21300
0.24444755911827087,113,21400
0.2439783662557602,113,21500
0.24374355375766754,114,21600
0.26981306076049805,114,21700
0.2609918713569641,115,21800
0.2432137429714203,115,21900
0.22833839058876038,116,22000
0.2784581184387207,116,22100
0.257595956325531,117,22200
0.23525047302246094,117,22300
0.23104307055473328,118,22400
0.2291167974472046,119,22500
0.24541641771793365,119,22600
0.2419782280921936,120,22700
0.2234254777431488,120,22800
0.30143988132476807,121,22900
0.2358350306749344,121,23000
0.29663795232772827,122,23100
0.23191051185131073,122,23200
0.23293457925319672,123,23300
0.2860566973686218,123,23400
0.2619434595108032,124,23500
0.21573984622955322,124,23600
0.30778953433036804,125,23700
0.2530648708343506,125,23800
0.2645753026008606,126,23900
0.23170402646064758,126,24000
0.2574694752693176,127,24100
0.26872408390045166,128,24200
0.22694918513298035,128,24300
0.24508078396320343,129,24400
0.2500705122947693,129,24500
0.25586745142936707,130,24600
0.21113522350788116,130,24700
0.2031068205833435,131,24800
0.24050894379615784,131,24900
0.24566484987735748,132,25000
0.22105532884597778,132,25100
0.19423912465572357,133,25200
0.2186255007982254,133,25300
0.2089114487171173,134,25400
0.23900137841701508,134,25500
0.29580599069595337,135,25600
0.23464107513427734,135,25700
0.2162661999464035,136,25800
0.22669421136379242,137,25900
0.2947327196598053,137,26000
0.1824253499507904,138,26100
0.24846509099006653,138,26200
0.2533290982246399,139,26300
0.2559341788291931,139,26400
0.25282153487205505,140,26500
0.25321143865585327,140,26600
0.2964705228805542,141,26700
0.23758208751678467,141,26800
0.2545647621154785,142,26900
0.2483091652393341,142,27000
0.25154563784599304,143,27100
0.22479158639907837,143,27200
0.24582144618034363,144,27300
0.2628054618835449,144,27400
0.2614022493362427,145,27500
0.2587866485118866,146,27600
0.2209993600845337,146,27700
0.2595932185649872,147,27800
0.2203638255596161,147,27900
0.25709378719329834,148,28000
0.23438438773155212,148,28100
0.2545631527900696,149,28200
0.27644962072372437,149,28300
0.23868313431739807,150,28400
0.2284441888332367,150,28500
0.21460136771202087,151,28600
0.26975029706954956,151,28700
0.2376633584499359,152,28800
0.23774883151054382,152,28900
0.23153701424598694,153,29000
0.21998867392539978,153,29100
0.2673572897911072,154,29200
0.2545560896396637,155,29300
0.2637338638305664,155,29400
0.2583205997943878,156,29500
0.26883465051651,156,29600
0.21127939224243164,157,29700
0.22207197546958923,157,29800
0.23050779104232788,158,29900
0.2291129231452942,158,30000
,,30000
0.20154881477355957,159,30100
0.22724127769470215,159,30200
0.2337411344051361,160,30300
0.2256009578704834,160,30400
0.22081243991851807,161,30500
0.18285638093948364,161,30600
0.23929589986801147,162,30700
0.20307712256908417,162,30800
0.23769456148147583,163,30900
0.21856753528118134,164,31000
0.23231720924377441,164,31100
0.2500612139701843,165,31200
0.21054694056510925,165,31300
0.19979456067085266,166,31400
0.2675958275794983,166,31500
0.18568730354309082,167,31600
0.231196328997612,167,31700
0.20070642232894897,168,31800
0.20207718014717102,168,31900
0.20284190773963928,169,32000
0.1846465766429901,169,32100
0.23144623637199402,170,32200
0.22760894894599915,170,32300
0.23686164617538452,171,32400
0.2149074673652649,171,32500
0.22996242344379425,172,32600
0.21373826265335083,173,32700
0.22390210628509521,173,32800
0.2220093011856079,174,32900
0.18708521127700806,174,33000
0.21091900765895844,175,33100
0.24016165733337402,175,33200
0.2561851441860199,176,33300
0.22774186730384827,176,33400
0.25793957710266113,177,33500
0.23064002394676208,177,33600
0.2528402507305145,178,33700
0.20692695677280426,178,33800
0.2360657900571823,179,33900
0.27297139167785645,179,34000
0.2294023036956787,180,34100
0.22513887286186218,180,34200
0.18359819054603577,181,34300
0.2533850073814392,182,34400
0.23578238487243652,182,34500
0.22154207527637482,183,34600
0.23372867703437805,183,34700
0.19621141254901886,184,34800
0.2325262427330017,184,34900
0.2578120827674866,185,35000
0.21190455555915833,185,35100
0.21353456377983093,186,35200
0.17739136517047882,186,35300
0.2425159066915512,187,35400
0.2378627061843872,187,35500
0.1855463683605194,188,35600
0.18015813827514648,188,35700
0.20010250806808472,189,35800
0.2049289345741272,189,35900
0.2482219636440277,190,36000
0.1981533169746399,191,36100
0.24793189764022827,191,36200
0.245205357670784,192,36300
0.2013041079044342,192,36400
0.2142399698495865,193,36500
0.2404675930738449,193,36600
0.23084357380867004,194,36700
0.20575293898582458,194,36800
0.2165343165397644,195,36900
0.21069802343845367,195,37000
0.2549060583114624,196,37100
0.23138439655303955,196,37200
0.21738725900650024,197,37300
0.22853440046310425,197,37400
0.2530893087387085,198,37500
0.19100406765937805,198,37600
0.24722956120967865,199,37700
0.2176535725593567,200,37800
0.24375301599502563,200,37900
0.2490917593240738,201,38000
0.18812300264835358,201,38100
0.18731313943862915,202,38200
0.2420474737882614,202,38300
0.23555487394332886,203,38400
0.19633929431438446,203,38500
0.18740592896938324,204,38600
0.22955335676670074,204,38700
0.204249769449234,205,38800
0.24721601605415344,205,38900
0.2210080623626709,206,39000
0.24497902393341064,206,39100
0.179229736328125,207,39200
0.19878298044204712,207,39300
0.20908783376216888,208,39400
0.24223574995994568,208,39500
0.22332996129989624,209,39600
0.214548259973526,210,39700
0.20524752140045166,210,39800
0.1737426519393921,211,39900
0.219657301902771,211,40000
,,40000
0.2371639907360077,212,40100
0.19835761189460754,212,40200
0.1750783771276474,213,40300
0.21659591794013977,213,40400
0.20029544830322266,214,40500
0.24733039736747742,214,40600
0.22959236800670624,215,40700
0.19799703359603882,215,40800
0.18226438760757446,216,40900
0.2375681847333908,216,41000
0.22608408331871033,217,41100
0.21356438100337982,217,41200
0.2283964455127716,218,41300
0.2151365876197815,219,41400
0.18485528230667114,219,41500
0.20171073079109192,220,41600
0.22031646966934204,220,41700
0.24092227220535278,221,41800
0.2670014500617981,221,41900
