Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,alpha,alpha_loss,actor_lr,critic_lr,temperature
,,,,,242000,,,-471.7214050292969,-6.171710968017578,3.1773672103881836,470.7746276855469,470.64178466796875,0.08444295823574066,-0.05269724130630493,0.0003,0.0003,0.08444233983755112
,,,,,242999,5473.659,1000,,,,,,,,,,
,,,,,243000,,,-479.64227294921875,-5.998913764953613,2.5518412590026855,478.9881591796875,479.0576171875,0.08517458289861679,0.279193639755249,0.0003,0.0003,0.08517175167798996
,,,,,243999,5604.6772,1000,,,,,,,,,,
,,,,,244000,,,-472.31201171875,-5.989168643951416,2.1603009700775146,471.20703125,471.41455078125,0.0857471451163292,-0.13906627893447876,0.0003,0.0003,0.08574659377336502
,,,,,244999,5587.9824,1000,,,,,,,,,,
5434.259,34.23069,5495.313,5390.0435,1000.0,245000,,,-473.7979431152344,-5.59114933013916,2.796339750289917,472.74346923828125,472.655517578125,0.08640160411596298,-0.354755163192749,0.0003,0.0003,0.0863989070057869
,,,,,245999,5590.272,1000,,,,,,,,,,
,,,,,246000,,,-477.8968505859375,-6.132631301879883,2.994304895401001,477.11431884765625,477.2538757324219,0.08686540275812149,0.12550774216651917,0.0003,0.0003,0.08686598390340805
,,,,,246999,5490.0234,1000,,,,,,,,,,
,,,,,247000,,,-481.1182556152344,-5.940647602081299,2.043865442276001,480.1150207519531,480.130859375,0.08929776400327682,0.4529446065425873,0.0003,0.0003,0.08930286765098572
,,,,,247999,5650.5625,1000,,,,,,,,,,
,,,,,248000,,,-471.99334716796875,-6.201393127441406,2.9986681938171387,470.69427490234375,470.782958984375,0.09012095630168915,0.3738861083984375,0.0003,0.0003,0.09012091159820557
,,,,,248999,5595.567,1000,,,,,,,,,,
,,,,,249000,,,-475.17041015625,-5.9350504875183105,2.9204177856445312,473.8351135253906,473.87054443359375,0.09103401750326157,-0.0621856153011322,0.0003,0.0003,0.09103080630302429
,,,,,249999,5517.754,1000,,,,,,,,,,
5729.9976,67.596924,5849.313,5600.0977,1000.0,250000,,,-477.99456787109375,-6.152432918548584,2.5406394004821777,476.8740234375,477.1120300292969,0.0918746367096901,0.44587916135787964,0.0003,0.0003,0.09187450259923935
,,,,,250999,5570.044,1000,,,,,,,,,,
,,,,,251000,,,-469.196044921875,-5.9685468673706055,3.244570255279541,467.4676818847656,467.57855224609375,0.09184007346630096,-0.04829779267311096,0.0003,0.0003,0.09183984249830246
,,,,,251999,5653.092,1000,,,,,,,,,,
,,,,,252000,,,-482.4025573730469,-6.214540004730225,2.4906930923461914,481.08721923828125,481.2826232910156,0.09300557523965836,-0.3301714360713959,0.0003,0.0003,0.09300397336483002
,,,,,252999,5639.84,1000,,,,,,,,,,
,,,,,253000,,,-480.10400390625,-5.811400413513184,3.122540235519409,479.22064208984375,479.0846862792969,0.09215183556079865,-0.7795342206954956,0.0003,0.0003,0.09214707463979721
,,,,,253999,5289.4844,1000,,,,,,,,,,
,,,,,254000,,,-480.5350341796875,-6.00628662109375,3.3021252155303955,479.3903503417969,479.52410888671875,0.09226127713918686,-0.2411365807056427,0.0003,0.0003,0.09226065874099731
,,,,,254999,5755.0835,1000,,,,,,,,,,
5538.1865,44.073242,5619.433,5474.547,1000.0,255000,,,-481.5765075683594,-5.470445156097412,2.4016919136047363,480.5172424316406,480.27703857421875,0.09294561296701431,-1.473053216934204,0.0003,0.0003,0.09294197708368301
,,,,,255999,5144.4385,1000,,,,,,,,,,
,,,,,256000,,,-491.3358459472656,-5.514986038208008,2.2029314041137695,490.7451171875,490.7501220703125,0.0936354547739029,-1.256521224975586,0.0003,0.0003,0.0936327651143074
,,,,,256999,5600.079,1000,,,,,,,,,,
,,,,,257000,,,-482.73858642578125,-5.995700836181641,4.210943222045898,481.63433837890625,481.6388244628906,0.09338141232728958,-0.07833734154701233,0.0003,0.0003,0.09337820112705231
,,,,,257999,5652.174,1000,,,,,,,,,,
,,,,,258000,,,-491.3470153808594,-5.9088616371154785,2.397632360458374,490.33172607421875,490.1672668457031,0.09396088123321533,-0.36812275648117065,0.0003,0.0003,0.09396283328533173
,,,,,258999,5754.7573,1000,,,,,,,,,,
,,,,,259000,,,-485.46295166015625,-6.312590599060059,2.2730793952941895,484.47210693359375,484.6588439941406,0.09293876588344574,0.7943035364151001,0.0003,0.0003,0.0929400771856308
,,,,,259999,5679.5815,1000,,,,,,,,,,
5783.796,62.84529,5892.0557,5652.0938,1000.0,260000,,,-490.5661926269531,-6.203106880187988,2.9121994972229004,489.4676818847656,489.5369873046875,0.09387093037366867,0.4251693785190582,0.0003,0.0003,0.09387259185314178
,,,,,260999,5684.595,1000,,,,,,,,,,
,,,,,261000,,,-491.75244140625,-5.729944229125977,3.6635141372680664,490.8589782714844,490.8362121582031,0.09411847591400146,-0.13171714544296265,0.0003,0.0003,0.09412062913179398
,,,,,261999,5693.0293,1000,,,,,,,,,,
,,,,,262000,,,-485.6833190917969,-5.62813663482666,2.4083638191223145,484.4549560546875,484.6683349609375,0.09360528737306595,-0.20966851711273193,0.0003,0.0003,0.09360545128583908
,,,,,262999,5745.058,1000,,,,,,,,,,
,,,,,263000,,,-495.0147705078125,-5.471382141113281,2.855623960494995,494.0989685058594,494.09112548828125,0.09378007054328918,-1.4801912307739258,0.0003,0.0003,0.09377293288707733
,,,,,263999,5724.412,1000,,,,,,,,,,
,,,,,264000,,,-495.4057922363281,-5.782488822937012,2.270521640777588,494.6260986328125,494.50726318359375,0.09320516139268875,-0.8737660646438599,0.0003,0.0003,0.09320215880870819
,,,,,264999,5625.512,1000,,,,,,,,,,
5774.4775,87.07855,5857.343,5575.9854,1000.0,265000,,,-497.7250671386719,-5.458132743835449,2.7514944076538086,496.89361572265625,496.6190185546875,0.09451897442340851,-1.1951806545257568,0.0003,0.0003,0.09451612830162048
,,,,,265999,5730.094,1000,,,,,,,,,,
,,,,,266000,,,-494.046142578125,-6.189746856689453,1.9462578296661377,492.79071044921875,492.92926025390625,0.09525471180677414,0.3692658543586731,0.0003,0.0003,0.09525187313556671
,,,,,266999,5735.549,1000,,,,,,,,,,
,,,,,267000,,,-495.1999206542969,-5.8962297439575195,2.4493470191955566,494.12701416015625,494.21331787109375,0.09553036093711853,0.6456909775733948,0.0003,0.0003,0.09553409367799759
,,,,,267999,5733.147,1000,,,,,,,,,,
,,,,,268000,,,-488.1716613769531,-6.490749359130859,2.606118679046631,487.02691650390625,487.01220703125,0.09515982866287231,0.8904619216918945,0.0003,0.0003,0.09516084939241409
,,,,,268999,5890.591,1000,,,,,,,,,,
,,,,,269000,,,-504.7489013671875,-5.839608192443848,2.0176637172698975,503.863525390625,503.6242980957031,0.09528828412294388,-0.22277718782424927,0.0003,0.0003,0.09529133141040802
,,,,,269999,5775.1865,1000,,,,,,,,,,
5541.2173,1068.9156,5976.0483,2336.684,1000.0,270000,,,-503.3504333496094,-6.307862281799316,2.201228618621826,502.324951171875,502.25457763671875,0.09477267414331436,0.39545485377311707,0.0003,0.0003,0.09477344900369644
,,,,,270999,5839.3423,1000,,,,,,,,,,
,,,,,271000,,,-496.0755310058594,-6.20174503326416,3.7063703536987305,495.0771179199219,495.2080993652344,0.09696303308010101,0.41928696632385254,0.0003,0.0003,0.09696628898382187
,,,,,271999,5739.287,1000,,,,,,,,,,
,,,,,272000,,,-502.32745361328125,-6.302515983581543,2.268545150756836,501.48028564453125,501.34197998046875,0.09636574983596802,0.04881177842617035,0.0003,0.0003,0.09636867046356201
,,,,,272999,5907.853,1000,,,,,,,,,,
,,,,,273000,,,-500.729248046875,-6.516684532165527,1.9364231824874878,499.64697265625,499.7099609375,0.0953172966837883,0.394905149936676,0.0003,0.0003,0.09531945735216141
,,,,,273999,5888.604,1000,,,,,,,,,,
,,,,,274000,,,-501.30926513671875,-6.112516403198242,3.7027125358581543,499.8280944824219,500.11865234375,0.09527367353439331,-0.27439969778060913,0.0003,0.0003,0.09526942670345306
,,,,,274999,5835.5347,1000,,,,,,,,,,
5986.7837,46.222595,6059.1445,5891.053,1000.0,275000,,,-506.93890380859375,-5.999575614929199,2.0444390773773193,505.6926574707031,505.8526916503906,0.09648051857948303,0.32480674982070923,0.0003,0.0003,0.09648203104734421
,,,,,275999,5896.7495,1000,,,,,,,,,,
,,,,,276000,,,-502.9484558105469,-5.806499004364014,3.103965997695923,501.6652526855469,501.77301025390625,0.09628190845251083,-0.58222895860672,0.0003,0.0003,0.09628069400787354
,,,,,276999,5819.2383,1000,,,,,,,,,,
,,,,,277000,,,-505.8567199707031,-5.823984146118164,2.9984800815582275,504.8309326171875,504.94500732421875,0.09698651731014252,-0.437985360622406,0.0003,0.0003,0.09698659181594849
,,,,,277999,5868.88,1000,,,,,,,,,,
,,,,,278000,,,-506.1112365722656,-5.720523834228516,3.234800338745117,504.87396240234375,504.921142578125,0.09666220098733902,-0.5895592570304871,0.0003,0.0003,0.09665823727846146
,,,,,278999,5927.612,1000,,,,,,,,,,
,,,,,279000,,,-509.2994079589844,-6.152871131896973,2.5573482513427734,508.1479187011719,508.0465087890625,0.09699422121047974,-0.12002786993980408,0.0003,0.0003,0.09699366241693497
,,,,,279999,5944.0947,1000,,,,,,,,,,
5964.882,44.549633,6040.157,5885.1455,1000.0,280000,,,-504.1243896484375,-6.351305961608887,2.3063101768493652,502.91729736328125,502.9239501953125,0.09678853303194046,0.7791457772254944,0.0003,0.0003,0.09679247438907623
,,,,,280999,5942.7515,1000,,,,,,,,,,
,,,,,281000,,,-510.0814208984375,-6.507508754730225,2.43924880027771,509.12603759765625,509.10577392578125,0.0963907539844513,0.4375082850456238,0.0003,0.0003,0.09639284759759903
,,,,,281999,5760.0522,1000,,,,,,,,,,
,,,,,282000,,,-509.1036376953125,-6.252925395965576,1.9214332103729248,508.0439453125,508.4530944824219,0.09598955512046814,0.26494908332824707,0.0003,0.0003,0.09599141031503677
,,,,,282999,3700.629,1000,,,,,,,,,,
,,,,,283000,,,-509.5308837890625,-5.818305969238281,3.271144151687622,508.48443603515625,508.5763244628906,0.09711246937513351,-0.3989948630332947,0.0003,0.0003,0.0971149355173111
,,,,,283999,1861.2566,1000,,,,,,,,,,
,,,,,284000,,,-507.4305419921875,-6.098991394042969,2.969818592071533,505.97357177734375,506.0903625488281,0.09755262732505798,0.47772854566574097,0.0003,0.0003,0.09754995256662369
,,,,,284999,5922.925,1000,,,,,,,,,,
5908.3774,53.337193,6009.4385,5807.7134,1000.0,285000,,,-511.2111511230469,-5.8776068687438965,2.3967621326446533,510.297607421875,510.16534423828125,0.0962996780872345,-0.24699974060058594,0.0003,0.0003,0.0962986946105957
,,,,,285999,5902.0127,1000,,,,,,,,,,
,,,,,286000,,,-510.4563293457031,-6.0011420249938965,2.647110939025879,509.53704833984375,509.543701171875,0.09469404816627502,-0.7441883683204651,0.0003,0.0003,0.0946943461894989
,,,,,286999,5895.1875,1000,,,,,,,,,,
,,,,,287000,,,-508.14520263671875,-5.984906196594238,2.9824411869049072,507.41845703125,507.2178955078125,0.09403879940509796,0.0933423787355423,0.0003,0.0003,0.09403900802135468
,,,,,287999,5931.865,1000,,,,,,,,,,
,,,,,288000,,,-509.3692626953125,-6.332064628601074,2.4927802085876465,508.3128967285156,508.50128173828125,0.0936954990029335,1.1835148334503174,0.0003,0.0003,0.09370070695877075
,,,,,288999,5960.224,1000,,,,,,,,,,
,,,,,289000,,,-511.60369873046875,-6.1606903076171875,2.416807174682617,510.610107421875,510.6085510253906,0.0937725082039833,0.47026732563972473,0.0003,0.0003,0.09377449750900269
,,,,,289999,5745.003,1000,,,,,,,,,,
5888.1846,21.329239,5922.1475,5850.952,1000.0,290000,,,-509.7357177734375,-5.973836898803711,2.218245506286621,508.7978515625,508.8389892578125,0.09181549400091171,0.6263999938964844,0.0003,0.0003,0.09181468188762665
,,,,,290999,5855.7046,1000,,,,,,,,,,
,,,,,291000,,,-512.6835327148438,-6.28169059753418,2.822829484939575,511.5692138671875,511.61572265625,0.09171445667743683,0.06418855488300323,0.0003,0.0003,0.09171485155820847
,,,,,291999,6018.8604,1000,,,,,,,,,,
,,,,,292000,,,-513.0322265625,-6.353021621704102,3.230321168899536,512.0577392578125,512.1248779296875,0.09190193563699722,0.4445042014122009,0.0003,0.0003,0.09190353006124496
,,,,,292999,5740.054,1000,,,,,,,,,,
,,,,,293000,,,-514.1150512695312,-5.784712314605713,2.178762197494507,513.0219116210938,513.1312255859375,0.0933762863278389,-0.39375609159469604,0.0003,0.0003,0.09337510913610458
,,,,,293999,5909.2983,1000,,,,,,,,,,
,,,,,294000,,,-509.4084167480469,-5.98783540725708,2.487110137939453,507.9629821777344,508.24591064453125,0.09366315603256226,-0.3857273757457733,0.0003,0.0003,0.0936589390039444
,,,,,294999,5926.8667,1000,,,,,,,,,,
6033.8594,63.38299,6111.9316,5937.541,1000.0,295000,,,-514.8759155273438,-6.340281009674072,2.9776930809020996,513.9761962890625,514.220703125,0.09308334439992905,1.0613937377929688,0.0003,0.0003,0.09308577328920364
,,,,,295999,5917.7256,1000,,,,,,,,,,
,,,,,296000,,,-520.62841796875,-5.733972549438477,3.241628408432007,519.722412109375,519.6864013671875,0.09416217356920242,-1.358868956565857,0.0003,0.0003,0.09415880590677261
,,,,,296999,5969.2695,1000,,,,,,,,,,
,,,,,297000,,,-525.1597290039062,-5.895853042602539,2.872340679168701,524.1754150390625,524.0853271484375,0.09587046504020691,-0.5615865588188171,0.0003,0.0003,0.09587021172046661
,,,,,297999,6007.017,1000,,,,,,,,,,
,,,,,298000,,,-514.903564453125,-6.072958946228027,3.3250222206115723,513.181884765625,513.5797729492188,0.09772605448961258,0.8628154993057251,0.0003,0.0003,0.09772905707359314
,,,,,298999,5911.8853,1000,,,,,,,,,,
,,,,,299000,,,-526.108642578125,-6.101864814758301,5.683376789093018,524.9159545898438,524.882568359375,0.09770762920379639,0.11369818449020386,0.0003,0.0003,0.09770753234624863
,,,,,299999,5911.623,1000,,,,,,,,,,
6003.5303,77.138664,6109.383,5857.614,1000.0,300000,,,-517.333984375,-6.192528247833252,2.9385128021240234,515.535400390625,515.704833984375,0.09840467572212219,0.47999995946884155,0.0003,0.0003,0.09840871393680573
,,,,,300999,6137.7803,1000,,,,,,,,,,
,,,,,301000,,,-518.8616943359375,-5.808358192443848,2.939669609069824,517.5877075195312,517.4072265625,0.09925536811351776,-0.7179760932922363,0.0003,0.0003,0.09925910085439682
,,,,,301999,5978.553,1000,,,,,,,,,,
,,,,,302000,,,-520.4794311523438,-6.045114517211914,3.6672871112823486,519.221435546875,519.0886840820312,0.09917652606964111,-0.37054282426834106,0.0003,0.0003,0.0991804301738739
,,,,,302999,6021.735,1000,,,,,,,,,,
,,,,,303000,,,-522.7446899414062,-5.796945095062256,4.737934589385986,521.90478515625,521.9630126953125,0.09993357211351395,-0.47914037108421326,0.0003,0.0003,0.09993664175271988
,,,,,303999,6069.116,1000,,,,,,,,,,
,,,,,304000,,,-526.92041015625,-6.411121368408203,2.618459939956665,525.790771484375,526.0379638671875,0.10141221433877945,0.5370415449142456,0.0003,0.0003,0.10141012817621231
,,,,,304999,6165.042,1000,,,,,,,,,,
6031.7046,45.57982,6114.47,5964.62,1000.0,305000,,,-522.3662719726562,-5.626580238342285,3.3207619190216064,521.0130615234375,520.9996337890625,0.10180584341287613,-0.4707344174385071,0.0003,0.0003,0.10180392116308212
,,,,,305999,6084.466,1000,,,,,,,,,,
,,,,,306000,,,-526.263916015625,-5.585796356201172,2.711334228515625,525.256591796875,525.2505493164062,0.10130468755960464,-1.023443579673767,0.0003,0.0003,0.10130809992551804
,,,,,306999,6031.1167,1000,,,,,,,,,,
,,,,,307000,,,-522.2241821289062,-5.976140022277832,2.7907166481018066,520.9207763671875,521.0654907226562,0.10165929794311523,0.014587938785552979,0.0003,0.0003,0.10165973752737045
,,,,,307999,3539.3132,1000,,,,,,,,,,
,,,,,308000,,,-530.4559936523438,-6.156661033630371,2.8613219261169434,529.599609375,529.4072875976562,0.10153067857027054,0.544960081577301,0.0003,0.0003,0.10153104364871979
,,,,,308999,6000.355,1000,,,,,,,,,,
,,,,,309000,,,-532.5891723632812,-5.916987419128418,2.843144178390503,531.6434326171875,531.7820434570312,0.10055945813655853,-1.068286418914795,0.0003,0.0003,0.10055684298276901
,,,,,309999,6035.3154,1000,,,,,,,,,,
6069.835,82.055664,6166.343,5897.006,1000.0,310000,,,-529.7365112304688,-5.767834663391113,2.972590446472168,528.6730346679688,528.8782958984375,0.10044977813959122,-0.7627536058425903,0.0003,0.0003,0.10044975578784943
,,,,,310999,6071.557,1000,,,,,,,,,,
,,,,,311000,,,-529.5260009765625,-6.025425910949707,3.5895981788635254,528.2782592773438,528.11962890625,0.10093969851732254,-0.6024368405342102,0.0003,0.0003,0.10093464702367783
,,,,,311999,6023.7812,1000,,,,,,,,,,
,,,,,312000,,,-524.1500854492188,-6.105627059936523,3.0638186931610107,523.1445922851562,523.0135498046875,0.10089471191167831,0.2925732433795929,0.0003,0.0003,0.10089333355426788
,,,,,312999,5981.559,1000,,,,,,,,,,
,,,,,313000,,,-533.1522216796875,-5.764532089233398,2.208252429962158,532.2813110351562,532.3922119140625,0.10042153298854828,-1.0015292167663574,0.0003,0.0003,0.1004204973578453
,,,,,313999,6042.6445,1000,,,,,,,,,,
,,,,,314000,,,-531.005615234375,-5.529539108276367,2.6383938789367676,529.9744873046875,529.6286010742188,0.09987729042768478,-0.7077075839042664,0.0003,0.0003,0.099875807762146
,,,,,314999,6043.8,1000,,,,,,,,,,
6162.7275,46.632225,6233.496,6075.738,1000.0,315000,,,-533.8906860351562,-6.207708835601807,2.723585605621338,532.6277465820312,532.316162109375,0.099494069814682,0.8071225881576538,0.0003,0.0003,0.09949351847171783
,,,,,315999,6108.612,1000,,,,,,,,,,
,,,,,316000,,,-532.2244262695312,-5.659618854522705,2.1647915840148926,530.773681640625,530.9702758789062,0.09993486106395721,-0.40995457768440247,0.0003,0.0003,0.09993916749954224
,,,,,316999,6054.226,1000,,,,,,,,,,
,,,,,317000,,,-532.6284790039062,-5.723758697509766,2.737860679626465,531.50439453125,531.5313110351562,0.09996990859508514,-0.46500784158706665,0.0003,0.0003,0.09996809810400009
,,,,,317999,5972.6235,1000,,,,,,,,,,
,,,,,318000,,,-531.2435913085938,-5.693291664123535,4.119777202606201,530.1124267578125,530.3273315429688,0.10012120753526688,0.14951415359973907,0.0003,0.0003,0.10011836886405945
,,,,,318999,2694.3079,1000,,,,,,,,,,
,,,,,319000,,,-536.3387451171875,-5.8614091873168945,3.5469226837158203,535.0865478515625,535.21240234375,0.10060480237007141,0.3504523038864136,0.0003,0.0003,0.10060276836156845
,,,,,319999,6046.9634,1000,,,,,,,,,,
6070.268,55.00595,6172.648,5984.9336,1000.0,320000,,,-537.4058227539062,-6.115290641784668,3.278195381164551,536.1653442382812,536.544677734375,0.1006542518734932,0.03461337089538574,0.0003,0.0003,0.1006542220711708
,,,,,320999,6143.455,1000,,,,,,,,,,
,,,,,321000,,,-537.9140625,-5.665128707885742,2.803793430328369,536.704345703125,536.7718505859375,0.0995434895157814,-1.2326327562332153,0.0003,0.0003,0.0995372012257576
,,,,,321999,6233.1113,1000,,,,,,,,,,
,,,,,322000,,,-544.2374267578125,-6.279756546020508,3.3106048107147217,543.049560546875,543.2108154296875,0.09969780594110489,0.5355286598205566,0.0003,0.0003,0.0996989980340004
,,,,,322999,6127.8403,1000,,,,,,,,,,
,,,,,323000,,,-531.3441772460938,-5.90933895111084,4.312993049621582,530.4281005859375,530.357421875,0.09947758913040161,-0.32411861419677734,0.0003,0.0003,0.09947601705789566
,,,,,323999,6149.015,1000,,,,,,,,,,
,,,,,324000,,,-541.992431640625,-5.800336837768555,3.0916013717651367,540.678466796875,540.9666137695312,0.09973479807376862,-0.68680739402771,0.0003,0.0003,0.09973929822444916
,,,,,324999,6140.4673,1000,,,,,,,,,,
6070.8545,185.6969,6255.6123,5546.719,1000.0,325000,,,-538.4930419921875,-6.386106491088867,2.922511577606201,537.25341796875,537.2782592773438,0.10005293786525726,0.21162629127502441,0.0003,0.0003,0.10005644708871841
,,,,,325999,6129.011,1000,,,,,,,,,,
,,,,,326000,,,-539.1737670898438,-5.776171684265137,3.155977725982666,538.044921875,538.2013549804688,0.10103172063827515,-0.21109360456466675,0.0003,0.0003,0.10103478282690048
,,,,,326999,6131.685,1000,,,,,,,,,,
,,,,,327000,,,-540.96337890625,-6.060856342315674,2.07755184173584,539.7974243164062,539.9285278320312,0.10102912038564682,0.4918672442436218,0.0003,0.0003,0.10103046894073486
,,,,,327999,6188.8643,1000,,,,,,,,,,
,,,,,328000,,,-545.3504028320312,-6.397531509399414,3.318302869796753,544.400390625,544.5804443359375,0.1017860695719719,0.9983662366867065,0.0003,0.0003,0.10178883373737335
,,,,,328999,6154.81,1000,,,,,,,,,,
,,,,,329000,,,-542.476806640625,-6.227650165557861,2.3519182205200195,541.2041015625,541.40673828125,0.10194533318281174,0.4343159794807434,0.0003,0.0003,0.10195187479257584
,,,,,329999,6150.825,1000,,,,,,,,,,
6106.749,41.361893,6158.507,6012.286,1000.0,330000,,,-542.8181762695312,-6.106674671173096,3.580742359161377,541.9396362304688,541.8525390625,0.10264214128255844,-0.6978831887245178,0.0003,0.0003,0.10264045000076294
,,,,,330999,6192.974,1000,,,,,,,,,,
,,,,,331000,,,-544.8564453125,-6.015832901000977,3.4099159240722656,543.508544921875,543.6435546875,0.10162091255187988,0.5496639013290405,0.0003,0.0003,0.10162399709224701
,,,,,331999,6177.8105,1000,,,,,,,,,,
,,,,,332000,,,-540.7360229492188,-5.891879558563232,2.429856777191162,539.8850708007812,539.6397094726562,0.101593516767025,0.30980533361434937,0.0003,0.0003,0.10159504413604736
,,,,,332999,6202.746,1000,,,,,,,,,,
,,,,,333000,,,-546.737548828125,-5.702810287475586,3.0637423992156982,545.7132568359375,546.0689086914062,0.10205063223838806,-1.0099337100982666,0.0003,0.0003,0.10204365104436874
,,,,,333999,6166.348,1000,,,,,,,,,,
,,,,,334000,,,-540.4908447265625,-5.837045192718506,2.3235719203948975,539.0385131835938,538.912353515625,0.10155828297138214,0.4523710012435913,0.0003,0.0003,0.10155859589576721
,,,,,334999,6101.567,1000,,,,,,,,,,
6256.1846,47.37071,6318.6904,6155.5503,1000.0,335000,,,-548.9884643554688,-5.899460792541504,2.7490899562835693,548.1304321289062,547.8603515625,0.10258792340755463,-0.15302973985671997,0.0003,0.0003,0.10259047895669937
,,,,,335999,6156.09,1000,,,,,,,,,,
,,,,,336000,,,-546.6302490234375,-5.67012357711792,2.7333078384399414,545.2601318359375,545.1683349609375,0.10263392329216003,-0.536078155040741,0.0003,0.0003,0.10263445973396301
,,,,,336999,6164.0186,1000,,,,,,,,,,
,,,,,337000,,,-544.822509765625,-6.178130149841309,2.455871343612671,543.6077270507812,543.5968017578125,0.10292252898216248,0.2880820631980896,0.0003,0.0003,0.1029263585805893
,,,,,337999,6242.7197,1000,,,,,,,,,,
,,,,,338000,,,-546.458984375,-5.952369689941406,2.408411979675293,544.890380859375,544.880126953125,0.10431869328022003,-0.3488596975803375,0.0003,0.0003,0.10431366413831711
,,,,,338999,6316.0435,1000,,,,,,,,,,
,,,,,339000,,,-546.125244140625,-5.85886287689209,2.432788372039795,544.710205078125,544.930908203125,0.10304252058267593,-0.9802379608154297,0.0003,0.0003,0.10304013639688492
,,,,,339999,5363.4424,1000,,,,,,,,,,
6167.8623,63.135513,6281.309,6033.705,1000.0,340000,,,-546.0069580078125,-5.901402473449707,2.276162624359131,544.9169311523438,544.9657592773438,0.10328563302755356,-0.027243882417678833,0.0003,0.0003,0.1032843217253685
,,,,,340999,6231.6294,1000,,,,,,,,,,
,,,,,341000,,,-549.9901733398438,-6.281314849853516,2.5183699131011963,548.680908203125,548.8695068359375,0.10312313586473465,0.9398513436317444,0.0003,0.0003,0.10312654823064804
,,,,,341999,6232.376,1000,,,,,,,,,,
,,,,,342000,,,-548.681396484375,-5.926598072052002,2.777740478515625,547.7047119140625,547.7088012695312,0.10306721925735474,-0.25601083040237427,0.0003,0.0003,0.1030634269118309
,,,,,342999,6314.366,1000,,,,,,,,,,
,,,,,343000,,,-555.3816528320312,-5.831663131713867,2.1619362831115723,554.6411743164062,554.5284423828125,0.10341327637434006,-0.7298383116722107,0.0003,0.0003,0.10341152548789978
,,,,,343999,6224.139,1000,,,,,,,,,,
,,,,,344000,,,-554.2866821289062,-6.0341291427612305,2.252527952194214,553.4520263671875,553.2584838867188,0.10216373205184937,0.39524611830711365,0.0003,0.0003,0.10216205567121506
,,,,,344999,6186.8555,1000,,,,,,,,,,
6197.195,51.34769,6284.888,6112.458,1000.0,345000,,,-552.7630615234375,-5.6963348388671875,2.901096820831299,551.665771484375,551.9718017578125,0.10147286206483841,-0.3549797832965851,0.0003,0.0003,0.1014690175652504
,,,,,345999,6104.13,1000,,,,,,,,,,
,,,,,346000,,,-554.1099853515625,-6.241768836975098,2.40307354927063,552.9722900390625,553.1644897460938,0.10124481469392776,0.5675004124641418,0.0003,0.0003,0.10124910622835159
,,,,,346999,6254.239,1000,,,,,,,,,,
,,,,,347000,,,-557.3651733398438,-6.1295976638793945,2.728884220123291,556.685546875,556.59033203125,0.10166329890489578,0.7873482704162598,0.0003,0.0003,0.10166547447443008
,,,,,347999,6246.2554,1000,,,,,,,,,,
,,,,,348000,,,-553.4059448242188,-5.969951629638672,2.7083656787872314,552.1818237304688,551.8208618164062,0.1020725816488266,0.5446628928184509,0.0003,0.0003,0.10207581520080566
,,,,,348999,6169.335,1000,,,,,,,,,,
,,,,,349000,,,-549.8833618164062,-5.761573314666748,3.141031265258789,548.376708984375,548.4361572265625,0.10240018367767334,-0.46233242750167847,0.0003,0.0003,0.10239618271589279
,,,,,349999,6205.044,1000,,,,,,,,,,
6131.664,380.83572,6350.395,5011.403,1000.0,350000,,,-553.6862182617188,-6.5620951652526855,2.8517396450042725,552.1822509765625,552.135498046875,0.10225165635347366,0.7968741655349731,0.0003,0.0003,0.10225868225097656
,,,,,350999,6199.788,1000,,,,,,,,,,
,,,,,351000,,,-557.9154663085938,-6.075305938720703,2.6501526832580566,556.6322021484375,556.499267578125,0.10233230888843536,0.48297926783561707,0.0003,0.0003,0.10233163088560104
,,,,,351999,6275.4395,1000,,,,,,,,,,
,,,,,352000,,,-548.8232421875,-5.9583635330200195,2.727619171142578,547.536865234375,547.6673583984375,0.1023319885134697,-0.7844743728637695,0.0003,0.0003,0.10233788937330246
,,,,,352999,6338.6245,1000,,,,,,,,,,
,,,,,353000,,,-558.9677124023438,-5.861937522888184,2.957202911376953,557.6629638671875,557.65283203125,0.10346397757530212,-0.23217648267745972,0.0003,0.0003,0.10346269607543945
,,,,,353999,6191.53,1000,,,,,,,,,,
,,,,,354000,,,-558.7684326171875,-5.940484046936035,2.551764965057373,557.8714599609375,557.7636108398438,0.1037551686167717,0.07979514449834824,0.0003,0.0003,0.10375368595123291
,,,,,354999,6310.885,1000,,,,,,,,,,
6353.172,61.486988,6445.861,6217.572,1000.0,355000,,,-560.9024047851562,-5.6520280838012695,2.5554380416870117,559.9793701171875,559.978515625,0.10434354841709137,0.4609454274177551,0.0003,0.0003,0.10434010624885559
,,,,,355999,6292.122,1000,,,,,,,,,,
,,,,,356000,,,-556.1943969726562,-6.0428266525268555,2.8347835540771484,555.0463256835938,555.2657470703125,0.1046217679977417,0.5273071527481079,0.0003,0.0003,0.10462149977684021
,,,,,356999,6277.6445,1000,,,,,,,,,,
,,,,,357000,,,-561.5404052734375,-6.032633304595947,2.655956506729126,560.5126953125,560.7107543945312,0.10440812259912491,0.2548791766166687,0.0003,0.0003,0.10440679639577866
