Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,actor_loss,entropy,critic_loss,q_values,target_values,alpha,alpha_loss,actor_lr,critic_lr,temperature
,,,,,76999,3812.1702,1000,,,,,,,,,,
,,,,,77000,,,-260.9895935058594,-5.978626251220703,3.765181064605713,260.235595703125,260.06561279296875,0.0398668497800827,-0.3118336796760559,0.0003,0.0003,0.03987083211541176
,,,,,77999,3707.1592,1000,,,,,,,,,,
,,,,,78000,,,-252.48455810546875,-6.063570499420166,1.154876708984375,251.25172424316406,251.3275604248047,0.04010263830423355,0.24096249043941498,0.0003,0.0003,0.0401044562458992
,,,,,78999,3828.2822,1000,,,,,,,,,,
,,,,,79000,,,-262.770263671875,-6.227876663208008,1.2367992401123047,261.59295654296875,261.45306396484375,0.041541822254657745,1.3707575798034668,0.0003,0.0003,0.041543684899806976
,,,,,79999,3800.8555,1000,,,,,,,,,,
3819.209,49.78754,3888.1545,3731.894,1000.0,80000,,,-257.0586853027344,-6.13925838470459,1.1696984767913818,255.90353393554688,256.05804443359375,0.04212210327386856,0.7372325658798218,0.0003,0.0003,0.042120758444070816
,,,,,80999,3841.6724,1000,,,,,,,,,,
,,,,,81000,,,-262.38958740234375,-5.825512886047363,0.8838443160057068,261.43572998046875,261.31207275390625,0.04286178946495056,-0.05218466743826866,0.0003,0.0003,0.04286205396056175
,,,,,81999,3828.1316,1000,,,,,,,,,,
,,,,,82000,,,-264.22784423828125,-6.3843488693237305,1.1396477222442627,263.066650390625,263.07421875,0.043435655534267426,1.1829326152801514,0.0003,0.0003,0.04343704134225845
,,,,,82999,3871.3088,1000,,,,,,,,,,
,,,,,83000,,,-268.01513671875,-6.370811939239502,1.0445337295532227,266.91571044921875,266.929443359375,0.0441523939371109,0.7778447866439819,0.0003,0.0003,0.04415063560009003
,,,,,83999,3821.8604,1000,,,,,,,,,,
,,,,,84000,,,-265.1786193847656,-5.826474189758301,1.1374045610427856,264.09600830078125,263.9006652832031,0.04435556381940842,0.18349936604499817,0.0003,0.0003,0.04435434937477112
,,,,,84999,491.50638,1000,,,,,,,,,,
3125.4272,1342.8746,3856.6265,425.6792,1000.0,85000,,,-265.5953063964844,-5.993084907531738,0.9833940267562866,264.45147705078125,264.3580627441406,0.04416558891534805,-0.21755734086036682,0.0003,0.0003,0.0441628061234951
,,,,,85999,3869.5898,1000,,,,,,,,,,
,,,,,86000,,,-265.0596923828125,-5.468281269073486,1.2720967531204224,264.04150390625,264.0628967285156,0.0433402881026268,-1.7806142568588257,0.0003,0.0003,0.04334111511707306
,,,,,86999,3938.9248,1000,,,,,,,,,,
,,,,,87000,,,-276.8402099609375,-6.277587413787842,1.9045300483703613,275.8349609375,275.59503173828125,0.04334360361099243,1.3589223623275757,0.0003,0.0003,0.04334460571408272
,,,,,87999,3981.1316,1000,,,,,,,,,,
,,,,,88000,,,-278.1970520019531,-6.1035261154174805,1.2341399192810059,276.991455078125,276.93756103515625,0.04377719387412071,-0.003620237112045288,0.0003,0.0003,0.04377735033631325
,,,,,88999,3985.3394,1000,,,,,,,,,,
,,,,,89000,,,-274.070068359375,-6.1958160400390625,1.1036138534545898,272.6947021484375,272.70947265625,0.04396545886993408,0.3577839732170105,0.0003,0.0003,0.04396672546863556
,,,,,89999,3908.7866,1000,,,,,,,,,,
3591.7344,1064.3896,3996.8357,400.75797,1000.0,90000,,,-268.2823791503906,-5.604192733764648,1.4655685424804688,267.1604919433594,267.17376708984375,0.04495412856340408,-0.22408276796340942,0.0003,0.0003,0.044951725751161575
,,,,,90999,3851.2473,1000,,,,,,,,,,
,,,,,91000,,,-282.5314636230469,-6.107177734375,1.6718405485153198,281.4510803222656,281.42138671875,0.04550628736615181,-0.2544017434120178,0.0003,0.0003,0.04550488665699959
,,,,,91999,3936.6362,1000,,,,,,,,,,
,,,,,92000,,,-283.5237731933594,-6.485140800476074,1.9751518964767456,282.4306945800781,282.514892578125,0.04580849036574364,0.21118316054344177,0.0003,0.0003,0.04580873250961304
,,,,,92999,3973.2559,1000,,,,,,,,,,
,,,,,93000,,,-290.37158203125,-6.1107177734375,1.8333897590637207,289.0182189941406,289.09576416015625,0.04675476998090744,-0.4985318183898926,0.0003,0.0003,0.04675666242837906
,,,,,93999,3740.8354,1000,,,,,,,,,,
,,,,,94000,,,-291.3887634277344,-6.5374603271484375,1.1197116374969482,290.3454895019531,290.53466796875,0.0475105382502079,1.319488525390625,0.0003,0.0003,0.04750964418053627
,,,,,94999,4050.735,1000,,,,,,,,,,
4043.6204,32.831474,4097.3438,4000.005,1000.0,95000,,,-295.1378173828125,-6.140430450439453,1.3406524658203125,294.0985412597656,294.1502685546875,0.04825108125805855,-0.6215654611587524,0.0003,0.0003,0.04824965447187424
,,,,,95999,4080.1475,1000,,,,,,,,,,
,,,,,96000,,,-296.1708984375,-6.094606399536133,1.4270548820495605,295.462890625,295.45159912109375,0.04988887533545494,-0.012587189674377441,0.0003,0.0003,0.04988887533545494
,,,,,96999,4035.743,1000,,,,,,,,,,
,,,,,97000,,,-294.3587341308594,-5.949404716491699,2.050229072570801,293.4939880371094,293.4150695800781,0.05099497362971306,0.24716782569885254,0.0003,0.0003,0.05099672079086304
,,,,,97999,4007.1992,1000,,,,,,,,,,
,,,,,98000,,,-299.8304748535156,-6.182069778442383,1.5803110599517822,298.72900390625,298.76910400390625,0.0540294386446476,1.6828336715698242,0.0003,0.0003,0.05403396114706993
,,,,,98999,4063.9404,1000,,,,,,,,,,
,,,,,99000,,,-302.1210021972656,-6.201991081237793,1.8082456588745117,300.9682922363281,301.003662109375,0.05824519693851471,0.5178852081298828,0.0003,0.0003,0.05824798718094826
,,,,,99999,4064.993,1000,,,,,,,,,,
4008.647,53.690983,4084.1445,3894.7107,1000.0,100000,,,-315.984619140625,-6.200712203979492,3.698896884918213,314.70550537109375,314.4866943359375,0.06289411336183548,0.7329903841018677,0.0003,0.0003,0.06290039420127869
,,,,,100999,3988.7197,1000,,,,,,,,,,
,,,,,101000,,,-314.25762939453125,-6.026623725891113,4.810596942901611,312.7267761230469,312.6646728515625,0.06638570129871368,0.7850900292396545,0.0003,0.0003,0.06638585776090622
,,,,,101999,4012.458,1000,,,,,,,,,,
,,,,,102000,,,-309.7008361816406,-6.1050872802734375,5.395807266235352,308.327880859375,308.404541015625,0.06708621233701706,0.7394084930419922,0.0003,0.0003,0.06708624213933945
,,,,,102999,3969.645,1000,,,,,,,,,,
,,,,,103000,,,-311.9730224609375,-6.021867752075195,3.039951801300049,310.71832275390625,310.6017150878906,0.06553558260202408,0.8847296237945557,0.0003,0.0003,0.0655360221862793
,,,,,103999,4000.4795,1000,,,,,,,,,,
,,,,,104000,,,-312.579345703125,-5.727034091949463,4.436430931091309,311.43853759765625,311.5932312011719,0.06321629881858826,-0.46073010563850403,0.0003,0.0003,0.06321259588003159
,,,,,104999,3969.959,1000,,,,,,,,,,
3977.127,22.202513,4002.2405,3928.6045,1000.0,105000,,,-318.7818908691406,-5.964707374572754,2.264341115951538,317.18365478515625,316.9620361328125,0.061690401285886765,-0.27562835812568665,0.0003,0.0003,0.06168605014681816
,,,,,105999,4070.2275,1000,,,,,,,,,,
,,,,,106000,,,-323.760009765625,-5.9170122146606445,2.6157681941986084,322.4561767578125,322.64007568359375,0.061332229524850845,0.3790319561958313,0.0003,0.0003,0.06133698299527168
,,,,,106999,4076.3198,1000,,,,,,,,,,
,,,,,107000,,,-320.8279113769531,-5.975668430328369,3.207211971282959,319.5915222167969,319.4161682128906,0.061096224933862686,-0.3154986500740051,0.0003,0.0003,0.0610976479947567
,,,,,107999,4019.8755,1000,,,,,,,,,,
,,,,,108000,,,-334.1694641113281,-5.601659774780273,1.7308349609375,332.76678466796875,332.8548889160156,0.060894183814525604,-0.5336892604827881,0.0003,0.0003,0.060889724642038345
,,,,,108999,4006.4927,1000,,,,,,,,,,
,,,,,109000,,,-326.3400573730469,-5.926901340484619,2.0487163066864014,325.1671447753906,325.0205078125,0.06074202060699463,-0.2829897999763489,0.0003,0.0003,0.06073844060301781
,,,,,109999,4087.4336,1000,,,,,,,,,,
4071.6433,36.18659,4140.0625,4003.136,1000.0,110000,,,-329.6330261230469,-6.073338508605957,2.354794502258301,328.4781799316406,328.49591064453125,0.06033296883106232,-0.30636200308799744,0.0003,0.0003,0.06033089756965637
,,,,,110999,4141.8086,1000,,,,,,,,,,
,,,,,111000,,,-332.9997253417969,-6.25114107131958,2.4099133014678955,331.34661865234375,331.49688720703125,0.05974365398287773,0.14861899614334106,0.0003,0.0003,0.05974144861102104
,,,,,111999,4138.3774,1000,,,,,,,,,,
,,,,,112000,,,-333.0177307128906,-6.509550094604492,2.472177743911743,331.636962890625,331.6969299316406,0.05923456326127052,0.6503424644470215,0.0003,0.0003,0.0592334009706974
,,,,,112999,4162.879,1000,,,,,,,,,,
,,,,,113000,,,-341.95294189453125,-6.119195938110352,1.6180812120437622,340.9010009765625,340.7692565917969,0.05929628014564514,0.8193871974945068,0.0003,0.0003,0.059299759566783905
,,,,,113999,4169.2354,1000,,,,,,,,,,
,,,,,114000,,,-341.8381652832031,-5.9813642501831055,1.7509520053863525,340.67535400390625,340.67926025390625,0.05905592814087868,-0.21182598173618317,0.0003,0.0003,0.059058237820863724
,,,,,114999,4117.1196,1000,,,,,,,,,,
4123.1924,47.541862,4178.109,4041.839,1000.0,115000,,,-343.644775390625,-5.897244930267334,1.6319571733474731,342.75238037109375,342.5894470214844,0.05909654498100281,0.1875959038734436,0.0003,0.0003,0.059098392724990845
,,,,,115999,4178.872,1000,,,,,,,,,,
,,,,,116000,,,-344.5278625488281,-5.938799858093262,1.6980671882629395,343.4823303222656,343.1924133300781,0.058660972863435745,-1.2136896848678589,0.0003,0.0003,0.05865732580423355
,,,,,116999,4107.19,1000,,,,,,,,,,
,,,,,117000,,,-348.5299072265625,-5.906881809234619,1.8177685737609863,347.33453369140625,347.34716796875,0.0590747706592083,-0.1646701693534851,0.0003,0.0003,0.059073306620121
,,,,,117999,4303.1294,1000,,,,,,,,,,
,,,,,118000,,,-346.53240966796875,-5.897186279296875,1.275385856628418,345.544189453125,345.4740295410156,0.0590045191347599,-0.1721307337284088,0.0003,0.0003,0.059001125395298004
,,,,,118999,4246.4766,1000,,,,,,,,,,
,,,,,119000,,,-347.0570068359375,-5.9437336921691895,1.9967011213302612,345.6275939941406,345.640869140625,0.059126511216163635,0.012383043766021729,0.0003,0.0003,0.059127677232027054
,,,,,119999,4267.853,1000,,,,,,,,,,
