Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,13857,6.0,6,,,,,,
,,,,,13860,3.0,3,,,,,,
,,,,,13864,4.0,4,,,,,,
,,,,,13867,3.0,3,,,,,,
,,,,,13871,4.0,4,,,,,,
,,,,,13874,3.0,3,,,,,,
,,,,,13877,3.0,3,,,,,,
,,,,,13885,8.0,8,,,,,,
,,,,,13891,6.0,6,,,,,,
,,,,,13894,3.0,3,,,,,,
,,,,,13899,5.0,5,,,,,,
,,,,,13903,4.0,4,,,,,,
,,,,,13907,4.0,4,,,,,,
,,,,,13911,4.0,4,,,,,,
,,,,,13914,3.0,3,,,,,,
,,,,,13923,9.0,9,,,,,,
,,,,,13928,5.0,5,,,,,,
,,,,,13936,8.0,8,,,,,,
,,,,,13942,6.0,6,,,,,,
,,,,,13945,3.0,3,,,,,,
,,,,,13952,7.0,7,,,,,,
,,,,,13958,6.0,6,,,,,,
,,,,,13969,11.0,11,,,,,,
,,,,,13977,8.0,8,,,,,,
,,,,,13981,4.0,4,,,,,,
,,,,,13994,13.0,13,,,,,,
,,,,,14000,,,2.284064292907715,5.122841835021973,4.942409515380859,0.0003,0.0003,0.1
,,,,,14001,7.0,7,,,,,,
,,,,,14006,5.0,5,,,,,,
,,,,,14016,10.0,10,,,,,,
,,,,,14019,3.0,3,,,,,,
,,,,,14036,17.0,17,,,,,,
,,,,,14045,9.0,9,,,,,,
,,,,,14051,6.0,6,,,,,,
,,,,,14057,6.0,6,,,,,,
,,,,,14060,3.0,3,,,,,,
,,,,,14064,4.0,4,,,,,,
,,,,,14068,4.0,4,,,,,,
,,,,,14073,5.0,5,,,,,,
,,,,,14080,7.0,7,,,,,,
,,,,,14088,8.0,8,,,,,,
,,,,,14093,5.0,5,,,,,,
,,,,,14105,12.0,12,,,,,,
,,,,,14111,6.0,6,,,,,,
,,,,,14122,11.0,11,,,,,,
,,,,,14125,3.0,3,,,,,,
,,,,,14137,12.0,12,,,,,,
,,,,,14142,5.0,5,,,,,,
,,,,,14146,4.0,4,,,,,,
,,,,,14152,6.0,6,,,,,,
,,,,,14155,3.0,3,,,,,,
,,,,,14159,4.0,4,,,,,,
,,,,,14163,4.0,4,,,,,,
,,,,,14169,6.0,6,,,,,,
,,,,,14174,5.0,5,,,,,,
,,,,,14180,6.0,6,,,,,,
,,,,,14190,10.0,10,,,,,,
,,,,,14194,4.0,4,,,,,,
,,,,,14199,5.0,5,,,,,,
,,,,,14209,10.0,10,,,,,,
,,,,,14223,14.0,14,,,,,,
,,,,,14232,9.0,9,,,,,,
,,,,,14239,7.0,7,,,,,,
,,,,,14242,3.0,3,,,,,,
,,,,,14254,12.0,12,,,,,,
,,,,,14262,8.0,8,,,,,,
,,,,,14266,4.0,4,,,,,,
,,,,,14292,26.0,26,,,,,,
,,,,,14297,5.0,5,,,,,,
,,,,,14309,12.0,12,,,,,,
,,,,,14315,6.0,6,,,,,,
,,,,,14321,6.0,6,,,,,,
,,,,,14325,4.0,4,,,,,,
,,,,,14332,7.0,7,,,,,,
,,,,,14337,5.0,5,,,,,,
,,,,,14340,3.0,3,,,,,,
,,,,,14345,5.0,5,,,,,,
,,,,,14351,6.0,6,,,,,,
,,,,,14362,11.0,11,,,,,,
,,,,,14367,5.0,5,,,,,,
,,,,,14380,13.0,13,,,,,,
,,,,,14388,8.0,8,,,,,,
,,,,,14392,4.0,4,,,,,,
,,,,,14398,6.0,6,,,,,,
,,,,,14402,4.0,4,,,,,,
,,,,,14408,6.0,6,,,,,,
,,,,,14414,6.0,6,,,,,,
,,,,,14418,4.0,4,,,,,,
,,,,,14423,5.0,5,,,,,,
,,,,,14428,5.0,5,,,,,,
,,,,,14440,12.0,12,,,,,,
,,,,,14447,7.0,7,,,,,,
,,,,,14455,8.0,8,,,,,,
,,,,,14466,11.0,11,,,,,,
,,,,,14472,6.0,6,,,,,,
,,,,,14479,7.0,7,,,,,,
,,,,,14486,7.0,7,,,,,,
,,,,,14490,4.0,4,,,,,,
,,,,,14496,6.0,6,,,,,,
,,,,,14500,4.0,4,,,,,,
,,,,,14509,9.0,9,,,,,,
,,,,,14516,7.0,7,,,,,,
,,,,,14544,28.0,28,,,,,,
,,,,,14550,6.0,6,,,,,,
,,,,,14554,4.0,4,,,,,,
,,,,,14563,9.0,9,,,,,,
,,,,,14570,7.0,7,,,,,,
,,,,,14582,12.0,12,,,,,,
,,,,,14593,11.0,11,,,,,,
,,,,,14597,4.0,4,,,,,,
,,,,,14600,3.0,3,,,,,,
,,,,,14614,14.0,14,,,,,,
,,,,,14620,6.0,6,,,,,,
,,,,,14624,4.0,4,,,,,,
,,,,,14628,4.0,4,,,,,,
,,,,,14635,7.0,7,,,,,,
,,,,,14644,9.0,9,,,,,,
,,,,,14649,5.0,5,,,,,,
,,,,,14659,10.0,10,,,,,,
,,,,,14664,5.0,5,,,,,,
,,,,,14668,4.0,4,,,,,,
,,,,,14672,4.0,4,,,,,,
,,,,,14675,3.0,3,,,,,,
,,,,,14684,9.0,9,,,,,,
,,,,,14687,3.0,3,,,,,,
,,,,,14690,3.0,3,,,,,,
,,,,,14697,7.0,7,,,,,,
,,,,,14703,6.0,6,,,,,,
,,,,,14708,5.0,5,,,,,,
,,,,,14711,3.0,3,,,,,,
,,,,,14721,10.0,10,,,,,,
,,,,,14726,5.0,5,,,,,,
,,,,,14732,6.0,6,,,,,,
,,,,,14737,5.0,5,,,,,,
,,,,,14740,3.0,3,,,,,,
,,,,,14745,5.0,5,,,,,,
,,,,,14749,4.0,4,,,,,,
,,,,,14757,8.0,8,,,,,,
,,,,,14764,7.0,7,,,,,,
,,,,,14770,6.0,6,,,,,,
,,,,,14780,10.0,10,,,,,,
,,,,,14783,3.0,3,,,,,,
,,,,,14787,4.0,4,,,,,,
,,,,,14795,8.0,8,,,,,,
,,,,,14802,7.0,7,,,,,,
,,,,,14805,3.0,3,,,,,,
,,,,,14810,5.0,5,,,,,,
,,,,,14837,27.0,27,,,,,,
,,,,,14847,10.0,10,,,,,,
,,,,,14857,10.0,10,,,,,,
,,,,,14864,7.0,7,,,,,,
,,,,,14871,7.0,7,,,,,,
,,,,,14886,15.0,15,,,,,,
,,,,,14891,5.0,5,,,,,,
,,,,,14909,18.0,18,,,,,,
,,,,,14919,10.0,10,,,,,,
,,,,,14922,3.0,3,,,,,,
,,,,,14930,8.0,8,,,,,,
,,,,,14938,8.0,8,,,,,,
,,,,,14948,10.0,10,,,,,,
,,,,,14952,4.0,4,,,,,,
,,,,,14960,8.0,8,,,,,,
,,,,,14965,5.0,5,,,,,,
,,,,,14971,6.0,6,,,,,,
,,,,,14978,7.0,7,,,,,,
,,,,,14988,10.0,10,,,,,,
,,,,,14992,4.0,4,,,,,,
,,,,,14995,3.0,3,,,,,,
6.0,1.0954452,8.0,4.0,6.0,15000,,,2.391928195953369,4.858989238739014,4.7748541831970215,0.0003,0.0003,0.1
,,,,,15004,9.0,9,,,,,,
,,,,,15013,9.0,9,,,,,,
,,,,,15017,4.0,4,,,,,,
,,,,,15020,3.0,3,,,,,,
,,,,,15024,4.0,4,,,,,,
,,,,,15031,7.0,7,,,,,,
,,,,,15038,7.0,7,,,,,,
,,,,,15043,5.0,5,,,,,,
,,,,,15047,4.0,4,,,,,,
,,,,,15051,4.0,4,,,,,,
,,,,,15061,10.0,10,,,,,,
,,,,,15065,4.0,4,,,,,,
,,,,,15070,5.0,5,,,,,,
,,,,,15078,8.0,8,,,,,,
,,,,,15083,5.0,5,,,,,,
,,,,,15086,3.0,3,,,,,,
,,,,,15091,5.0,5,,,,,,
,,,,,15099,8.0,8,,,,,,
,,,,,15103,4.0,4,,,,,,
,,,,,15111,8.0,8,,,,,,
,,,,,15118,7.0,7,,,,,,
,,,,,15121,3.0,3,,,,,,
,,,,,15137,16.0,16,,,,,,
,,,,,15148,11.0,11,,,,,,
,,,,,15163,15.0,15,,,,,,
,,,,,15170,7.0,7,,,,,,
,,,,,15179,9.0,9,,,,,,
,,,,,15182,3.0,3,,,,,,
,,,,,15190,8.0,8,,,,,,
,,,,,15195,5.0,5,,,,,,
,,,,,15199,4.0,4,,,,,,
,,,,,15206,7.0,7,,,,,,
,,,,,15216,10.0,10,,,,,,
,,,,,15225,9.0,9,,,,,,
,,,,,15229,4.0,4,,,,,,
,,,,,15241,12.0,12,,,,,,
,,,,,15245,4.0,4,,,,,,
,,,,,15250,5.0,5,,,,,,
,,,,,15260,10.0,10,,,,,,
,,,,,15265,5.0,5,,,,,,
,,,,,15269,4.0,4,,,,,,
,,,,,15274,5.0,5,,,,,,
,,,,,15281,7.0,7,,,,,,
,,,,,15287,6.0,6,,,,,,
,,,,,15295,8.0,8,,,,,,
,,,,,15299,4.0,4,,,,,,
,,,,,15302,3.0,3,,,,,,
,,,,,15308,6.0,6,,,,,,
,,,,,15312,4.0,4,,,,,,
,,,,,15316,4.0,4,,,,,,
,,,,,15320,4.0,4,,,,,,
,,,,,15335,15.0,15,,,,,,
,,,,,15339,4.0,4,,,,,,
,,,,,15344,5.0,5,,,,,,
,,,,,15348,4.0,4,,,,,,
,,,,,15353,5.0,5,,,,,,
,,,,,15356,3.0,3,,,,,,
,,,,,15359,3.0,3,,,,,,
,,,,,15365,6.0,6,,,,,,
,,,,,15369,4.0,4,,,,,,
,,,,,15372,3.0,3,,,,,,
,,,,,15384,12.0,12,,,,,,
,,,,,15388,4.0,4,,,,,,
,,,,,15391,3.0,3,,,,,,
,,,,,15397,6.0,6,,,,,,
,,,,,15401,4.0,4,,,,,,
,,,,,15407,6.0,6,,,,,,
,,,,,15411,4.0,4,,,,,,
,,,,,15431,20.0,20,,,,,,
,,,,,15438,7.0,7,,,,,,
,,,,,15446,8.0,8,,,,,,
,,,,,15449,3.0,3,,,,,,
,,,,,15454,5.0,5,,,,,,
,,,,,15465,11.0,11,,,,,,
,,,,,15473,8.0,8,,,,,,
,,,,,15483,10.0,10,,,,,,
,,,,,15493,10.0,10,,,,,,
,,,,,15503,10.0,10,,,,,,
,,,,,15513,10.0,10,,,,,,
,,,,,15541,28.0,28,,,,,,
,,,,,15546,5.0,5,,,,,,
,,,,,15553,7.0,7,,,,,,
,,,,,15558,5.0,5,,,,,,
,,,,,15569,11.0,11,,,,,,
,,,,,15581,12.0,12,,,,,,
,,,,,15590,9.0,9,,,,,,
,,,,,15596,6.0,6,,,,,,
,,,,,15610,14.0,14,,,,,,
,,,,,15619,9.0,9,,,,,,
,,,,,15628,9.0,9,,,,,,
,,,,,15632,4.0,4,,,,,,
,,,,,15638,6.0,6,,,,,,
,,,,,15647,9.0,9,,,,,,
,,,,,15653,6.0,6,,,,,,
,,,,,15670,17.0,17,,,,,,
,,,,,15673,3.0,3,,,,,,
,,,,,15679,6.0,6,,,,,,
,,,,,15684,5.0,5,,,,,,
,,,,,15689,5.0,5,,,,,,
,,,,,15702,13.0,13,,,,,,
,,,,,15708,6.0,6,,,,,,
,,,,,15712,4.0,4,,,,,,
,,,,,15722,10.0,10,,,,,,
,,,,,15725,3.0,3,,,,,,
,,,,,15729,4.0,4,,,,,,
,,,,,15735,6.0,6,,,,,,
,,,,,15739,4.0,4,,,,,,
,,,,,15752,13.0,13,,,,,,
,,,,,15757,5.0,5,,,,,,
,,,,,15763,6.0,6,,,,,,
,,,,,15778,15.0,15,,,,,,
,,,,,15781,3.0,3,,,,,,
,,,,,15789,8.0,8,,,,,,
,,,,,15793,4.0,4,,,,,,
,,,,,15808,15.0,15,,,,,,
,,,,,15821,13.0,13,,,,,,
,,,,,15826,5.0,5,,,,,,
,,,,,15837,11.0,11,,,,,,
,,,,,15841,4.0,4,,,,,,
,,,,,15847,6.0,6,,,,,,
,,,,,15862,15.0,15,,,,,,
,,,,,15872,10.0,10,,,,,,
,,,,,15875,3.0,3,,,,,,
,,,,,15880,5.0,5,,,,,,
,,,,,15890,10.0,10,,,,,,
,,,,,15897,7.0,7,,,,,,
,,,,,15902,5.0,5,,,,,,
,,,,,15905,3.0,3,,,,,,
,,,,,15909,4.0,4,,,,,,
,,,,,15926,17.0,17,,,,,,
,,,,,15933,7.0,7,,,,,,
,,,,,15942,9.0,9,,,,,,
,,,,,15946,4.0,4,,,,,,
,,,,,15950,4.0,4,,,,,,
,,,,,15956,6.0,6,,,,,,
,,,,,15962,6.0,6,,,,,,
,,,,,15968,6.0,6,,,,,,
,,,,,15971,3.0,3,,,,,,
,,,,,15979,8.0,8,,,,,,
,,,,,15988,9.0,9,,,,,,
,,,,,15992,4.0,4,,,,,,
,,,,,15998,6.0,6,,,,,,
,,,,,16000,,,2.310318946838379,5.136194229125977,4.888704299926758,0.0003,0.0003,0.1
,,,,,16004,6.0,6,,,,,,
,,,,,16017,13.0,13,,,,,,
,,,,,16021,4.0,4,,,,,,
,,,,,16026,5.0,5,,,,,,
,,,,,16035,9.0,9,,,,,,
,,,,,16041,6.0,6,,,,,,
,,,,,16047,6.0,6,,,,,,
,,,,,16052,5.0,5,,,,,,
,,,,,16055,3.0,3,,,,,,
,,,,,16059,4.0,4,,,,,,
,,,,,16063,4.0,4,,,,,,
,,,,,16069,6.0,6,,,,,,
,,,,,16076,7.0,7,,,,,,
,,,,,16079,3.0,3,,,,,,
,,,,,16085,6.0,6,,,,,,
,,,,,16090,5.0,5,,,,,,
,,,,,16098,8.0,8,,,,,,
,,,,,16104,6.0,6,,,,,,
,,,,,16107,3.0,3,,,,,,
,,,,,16119,12.0,12,,,,,,
,,,,,16129,10.0,10,,,,,,
,,,,,16133,4.0,4,,,,,,
,,,,,16136,3.0,3,,,,,,
,,,,,16140,4.0,4,,,,,,
,,,,,16148,8.0,8,,,,,,
,,,,,16152,4.0,4,,,,,,
,,,,,16159,7.0,7,,,,,,
,,,,,16171,12.0,12,,,,,,
,,,,,16191,20.0,20,,,,,,
,,,,,16199,8.0,8,,,,,,
,,,,,16205,6.0,6,,,,,,
,,,,,16214,9.0,9,,,,,,
,,,,,16217,3.0,3,,,,,,
,,,,,16220,3.0,3,,,,,,
,,,,,16227,7.0,7,,,,,,
,,,,,16249,22.0,22,,,,,,
,,,,,16255,6.0,6,,,,,,
,,,,,16260,5.0,5,,,,,,
,,,,,16265,5.0,5,,,,,,
,,,,,16268,3.0,3,,,,,,
,,,,,16274,6.0,6,,,,,,
,,,,,16278,4.0,4,,,,,,
,,,,,16284,6.0,6,,,,,,
,,,,,16289,5.0,5,,,,,,
,,,,,16294,5.0,5,,,,,,
,,,,,16298,4.0,4,,,,,,
,,,,,16304,6.0,6,,,,,,
,,,,,16315,11.0,11,,,,,,
,,,,,16334,19.0,19,,,,,,
,,,,,16346,12.0,12,,,,,,
,,,,,16353,7.0,7,,,,,,
,,,,,16370,17.0,17,,,,,,
,,,,,16386,16.0,16,,,,,,
,,,,,16396,10.0,10,,,,,,
,,,,,16408,12.0,12,,,,,,
,,,,,16411,3.0,3,,,,,,
,,,,,16418,7.0,7,,,,,,
,,,,,16423,5.0,5,,,,,,
,,,,,16430,7.0,7,,,,,,
,,,,,16445,15.0,15,,,,,,
,,,,,16453,8.0,8,,,,,,
,,,,,16461,8.0,8,,,,,,
,,,,,16464,3.0,3,,,,,,
,,,,,16473,9.0,9,,,,,,
,,,,,16477,4.0,4,,,,,,
,,,,,16483,6.0,6,,,,,,
,,,,,16488,5.0,5,,,,,,
,,,,,16493,5.0,5,,,,,,
,,,,,16506,13.0,13,,,,,,
,,,,,16510,4.0,4,,,,,,
,,,,,16513,3.0,3,,,,,,
,,,,,16518,5.0,5,,,,,,
,,,,,16523,5.0,5,,,,,,
,,,,,16527,4.0,4,,,,,,
,,,,,16530,3.0,3,,,,,,
,,,,,16533,3.0,3,,,,,,
,,,,,16539,6.0,6,,,,,,
,,,,,16543,4.0,4,,,,,,
,,,,,16550,7.0,7,,,,,,
,,,,,16562,12.0,12,,,,,,
,,,,,16566,4.0,4,,,,,,
,,,,,16576,10.0,10,,,,,,
,,,,,16581,5.0,5,,,,,,
,,,,,16587,6.0,6,,,,,,
,,,,,16590,3.0,3,,,,,,
,,,,,16598,8.0,8,,,,,,
,,,,,16601,3.0,3,,,,,,
,,,,,16612,11.0,11,,,,,,
,,,,,16618,6.0,6,,,,,,
,,,,,16626,8.0,8,,,,,,
,,,,,16642,16.0,16,,,,,,
,,,,,16666,24.0,24,,,,,,
,,,,,16672,6.0,6,,,,,,
,,,,,16678,6.0,6,,,,,,
,,,,,16686,8.0,8,,,,,,
,,,,,16689,3.0,3,,,,,,
,,,,,16692,3.0,3,,,,,,
,,,,,16700,8.0,8,,,,,,
,,,,,16706,6.0,6,,,,,,
,,,,,16715,9.0,9,,,,,,
,,,,,16720,5.0,5,,,,,,
,,,,,16723,3.0,3,,,,,,
,,,,,16727,4.0,4,,,,,,
,,,,,16741,14.0,14,,,,,,
,,,,,16747,6.0,6,,,,,,
,,,,,16751,4.0,4,,,,,,
,,,,,16754,3.0,3,,,,,,
,,,,,16757,3.0,3,,,,,,
,,,,,16769,12.0,12,,,,,,
,,,,,16774,5.0,5,,,,,,
,,,,,16782,8.0,8,,,,,,
,,,,,16798,16.0,16,,,,,,
,,,,,16806,8.0,8,,,,,,
,,,,,16811,5.0,5,,,,,,
,,,,,16815,4.0,4,,,,,,
,,,,,16820,5.0,5,,,,,,
,,,,,16823,3.0,3,,,,,,
,,,,,16834,11.0,11,,,,,,
,,,,,16838,4.0,4,,,,,,
,,,,,16846,8.0,8,,,,,,
,,,,,16850,4.0,4,,,,,,
,,,,,16855,5.0,5,,,,,,
,,,,,16861,6.0,6,,,,,,
,,,,,16866,5.0,5,,,,,,
,,,,,16870,4.0,4,,,,,,
,,,,,16874,4.0,4,,,,,,
,,,,,16885,11.0,11,,,,,,
,,,,,16892,7.0,7,,,,,,
,,,,,16899,7.0,7,,,,,,
,,,,,16904,5.0,5,,,,,,
,,,,,16914,10.0,10,,,,,,
,,,,,16922,8.0,8,,,,,,
,,,,,16925,3.0,3,,,,,,
,,,,,16928,3.0,3,,,,,,
,,,,,16933,5.0,5,,,,,,
,,,,,16939,6.0,6,,,,,,
,,,,,16944,5.0,5,,,,,,
,,,,,16950,6.0,6,,,,,,
,,,,,16956,6.0,6,,,,,,
,,,,,16959,3.0,3,,,,,,
,,,,,16962,3.0,3,,,,,,
,,,,,16973,11.0,11,,,,,,
,,,,,16977,4.0,4,,,,,,
,,,,,16982,5.0,5,,,,,,
,,,,,16993,11.0,11,,,,,,
,,,,,16997,4.0,4,,,,,,
,,,,,17000,,,1.9825115203857422,4.875360012054443,5.052436828613281,0.0003,0.0003,0.1
,,,,,17010,13.0,13,,,,,,
,,,,,17014,4.0,4,,,,,,
,,,,,17018,4.0,4,,,,,,
,,,,,17021,3.0,3,,,,,,
,,,,,17033,12.0,12,,,,,,
,,,,,17043,10.0,10,,,,,,
,,,,,17055,12.0,12,,,,,,
,,,,,17072,17.0,17,,,,,,
,,,,,17076,4.0,4,,,,,,
,,,,,17084,8.0,8,,,,,,
,,,,,17093,9.0,9,,,,,,
,,,,,17100,7.0,7,,,,,,
,,,,,17106,6.0,6,,,,,,
,,,,,17112,6.0,6,,,,,,
,,,,,17116,4.0,4,,,,,,
,,,,,17137,21.0,21,,,,,,
,,,,,17143,6.0,6,,,,,,
,,,,,17155,12.0,12,,,,,,
,,,,,17174,19.0,19,,,,,,
,,,,,17179,5.0,5,,,,,,
,,,,,17182,3.0,3,,,,,,
,,,,,17185,3.0,3,,,,,,
,,,,,17190,5.0,5,,,,,,
,,,,,17194,4.0,4,,,,,,
,,,,,17197,3.0,3,,,,,,
,,,,,17204,7.0,7,,,,,,
,,,,,17214,10.0,10,,,,,,
,,,,,17219,5.0,5,,,,,,
,,,,,17227,8.0,8,,,,,,
,,,,,17233,6.0,6,,,,,,
,,,,,17244,11.0,11,,,,,,
,,,,,17247,3.0,3,,,,,,
,,,,,17253,6.0,6,,,,,,
,,,,,17257,4.0,4,,,,,,
,,,,,17261,4.0,4,,,,,,
,,,,,17267,6.0,6,,,,,,
,,,,,17270,3.0,3,,,,,,
,,,,,17284,14.0,14,,,,,,
,,,,,17287,3.0,3,,,,,,
,,,,,17294,7.0,7,,,,,,
,,,,,17298,4.0,4,,,,,,
,,,,,17303,5.0,5,,,,,,
,,,,,17306,3.0,3,,,,,,
,,,,,17315,9.0,9,,,,,,
,,,,,17319,4.0,4,,,,,,
,,,,,17329,10.0,10,,,,,,
,,,,,17335,6.0,6,,,,,,
,,,,,17338,3.0,3,,,,,,
,,,,,17343,5.0,5,,,,,,
,,,,,17347,4.0,4,,,,,,
,,,,,17360,13.0,13,,,,,,
,,,,,17366,6.0,6,,,,,,
,,,,,17371,5.0,5,,,,,,
,,,,,17376,5.0,5,,,,,,
,,,,,17380,4.0,4,,,,,,
,,,,,17387,7.0,7,,,,,,
,,,,,17395,8.0,8,,,,,,
,,,,,17398,3.0,3,,,,,,
,,,,,17406,8.0,8,,,,,,
,,,,,17413,7.0,7,,,,,,
,,,,,17419,6.0,6,,,,,,
,,,,,17432,13.0,13,,,,,,
,,,,,17435,3.0,3,,,,,,
,,,,,17439,4.0,4,,,,,,
,,,,,17444,5.0,5,,,,,,
,,,,,17447,3.0,3,,,,,,
,,,,,17456,9.0,9,,,,,,
,,,,,17466,10.0,10,,,,,,
,,,,,17470,4.0,4,,,,,,
,,,,,17479,9.0,9,,,,,,
,,,,,17483,4.0,4,,,,,,
,,,,,17492,9.0,9,,,,,,
,,,,,17501,9.0,9,,,,,,
,,,,,17512,11.0,11,,,,,,
,,,,,17517,5.0,5,,,,,,
,,,,,17535,18.0,18,,,,,,
,,,,,17542,7.0,7,,,,,,
,,,,,17549,7.0,7,,,,,,
,,,,,17553,4.0,4,,,,,,
,,,,,17560,7.0,7,,,,,,
,,,,,17575,15.0,15,,,,,,
,,,,,17578,3.0,3,,,,,,
,,,,,17583,5.0,5,,,,,,
,,,,,17587,4.0,4,,,,,,
,,,,,17594,7.0,7,,,,,,
,,,,,17598,4.0,4,,,,,,
,,,,,17603,5.0,5,,,,,,
,,,,,17606,3.0,3,,,,,,
,,,,,17611,5.0,5,,,,,,
,,,,,17618,7.0,7,,,,,,
,,,,,17625,7.0,7,,,,,,
,,,,,17630,5.0,5,,,,,,
,,,,,17638,8.0,8,,,,,,
,,,,,17644,6.0,6,,,,,,
,,,,,17658,14.0,14,,,,,,
,,,,,17662,4.0,4,,,,,,
,,,,,17677,15.0,15,,,,,,
,,,,,17682,5.0,5,,,,,,
,,,,,17688,6.0,6,,,,,,
,,,,,17692,4.0,4,,,,,,
,,,,,17697,5.0,5,,,,,,
,,,,,17701,4.0,4,,,,,,
,,,,,17711,10.0,10,,,,,,
,,,,,17715,4.0,4,,,,,,
,,,,,17720,5.0,5,,,,,,
,,,,,17724,4.0,4,,,,,,
,,,,,17729,5.0,5,,,,,,
,,,,,17735,6.0,6,,,,,,
,,,,,17742,7.0,7,,,,,,
,,,,,17747,5.0,5,,,,,,
,,,,,17756,9.0,9,,,,,,
,,,,,17762,6.0,6,,,,,,
,,,,,17772,10.0,10,,,,,,
,,,,,17782,10.0,10,,,,,,
,,,,,17787,5.0,5,,,,,,
,,,,,17793,6.0,6,,,,,,
,,,,,17805,12.0,12,,,,,,
,,,,,17814,9.0,9,,,,,,
,,,,,17819,5.0,5,,,,,,
,,,,,17822,3.0,3,,,,,,
,,,,,17839,17.0,17,,,,,,
,,,,,17846,7.0,7,,,,,,
,,,,,17854,8.0,8,,,,,,
,,,,,17857,3.0,3,,,,,,
,,,,,17865,8.0,8,,,,,,
,,,,,17868,3.0,3,,,,,,
,,,,,17872,4.0,4,,,,,,
,,,,,17876,4.0,4,,,,,,
,,,,,17886,10.0,10,,,,,,
,,,,,17899,13.0,13,,,,,,
,,,,,17907,8.0,8,,,,,,
,,,,,17913,6.0,6,,,,,,
,,,,,17918,5.0,5,,,,,,
,,,,,17927,9.0,9,,,,,,
,,,,,17935,8.0,8,,,,,,
,,,,,17941,6.0,6,,,,,,
,,,,,17948,7.0,7,,,,,,
,,,,,17968,20.0,20,,,,,,
,,,,,17974,6.0,6,,,,,,
,,,,,17982,8.0,8,,,,,,
,,,,,17991,9.0,9,,,,,,
,,,,,17994,3.0,3,,,,,,
,,,,,17998,4.0,4,,,,,,
,,,,,18000,,,2.3094115257263184,4.969870090484619,4.853787422180176,0.0003,0.0003,0.1
,,,,,18001,3.0,3,,,,,,
,,,,,18008,7.0,7,,,,,,
,,,,,18014,6.0,6,,,,,,
,,,,,18018,4.0,4,,,,,,
,,,,,18022,4.0,4,,,,,,
,,,,,18026,4.0,4,,,,,,
,,,,,18036,10.0,10,,,,,,
,,,,,18042,6.0,6,,,,,,
,,,,,18049,7.0,7,,,,,,
,,,,,18055,6.0,6,,,,,,
,,,,,18061,6.0,6,,,,,,
,,,,,18066,5.0,5,,,,,,
,,,,,18069,3.0,3,,,,,,
,,,,,18074,5.0,5,,,,,,
,,,,,18085,11.0,11,,,,,,
,,,,,18096,11.0,11,,,,,,
,,,,,18099,3.0,3,,,,,,
,,,,,18102,3.0,3,,,,,,
,,,,,18112,10.0,10,,,,,,
,,,,,18119,7.0,7,,,,,,
,,,,,18124,5.0,5,,,,,,
,,,,,18128,4.0,4,,,,,,
,,,,,18139,11.0,11,,,,,,
,,,,,18144,5.0,5,,,,,,
,,,,,18148,4.0,4,,,,,,
,,,,,18160,12.0,12,,,,,,
,,,,,18164,4.0,4,,,,,,
,,,,,18171,7.0,7,,,,,,
,,,,,18179,8.0,8,,,,,,
,,,,,18185,6.0,6,,,,,,
,,,,,18189,4.0,4,,,,,,
,,,,,18205,16.0,16,,,,,,
,,,,,18209,4.0,4,,,,,,
,,,,,18215,6.0,6,,,,,,
,,,,,18220,5.0,5,,,,,,
,,,,,18231,11.0,11,,,,,,
,,,,,18236,5.0,5,,,,,,
,,,,,18240,4.0,4,,,,,,
,,,,,18245,5.0,5,,,,,,
,,,,,18250,5.0,5,,,,,,
,,,,,18254,4.0,4,,,,,,
,,,,,18258,4.0,4,,,,,,
,,,,,18261,3.0,3,,,,,,
,,,,,18265,4.0,4,,,,,,
,,,,,18272,7.0,7,,,,,,
,,,,,18278,6.0,6,,,,,,
,,,,,18283,5.0,5,,,,,,
,,,,,18288,5.0,5,,,,,,
,,,,,18291,3.0,3,,,,,,
,,,,,18296,5.0,5,,,,,,
,,,,,18312,16.0,16,,,,,,
,,,,,18315,3.0,3,,,,,,
,,,,,18328,13.0,13,,,,,,
,,,,,18337,9.0,9,,,,,,
,,,,,18341,4.0,4,,,,,,
,,,,,18347,6.0,6,,,,,,
,,,,,18355,8.0,8,,,,,,
,,,,,18362,7.0,7,,,,,,
,,,,,18366,4.0,4,,,,,,
,,,,,18381,15.0,15,,,,,,
,,,,,18391,10.0,10,,,,,,
,,,,,18397,6.0,6,,,,,,
,,,,,18400,3.0,3,,,,,,
,,,,,18411,11.0,11,,,,,,
,,,,,18417,6.0,6,,,,,,
,,,,,18421,4.0,4,,,,,,
,,,,,18426,5.0,5,,,,,,
,,,,,18435,9.0,9,,,,,,
,,,,,18438,3.0,3,,,,,,
,,,,,18442,4.0,4,,,,,,
,,,,,18446,4.0,4,,,,,,
,,,,,18464,18.0,18,,,,,,
,,,,,18469,5.0,5,,,,,,
,,,,,18478,9.0,9,,,,,,
,,,,,18484,6.0,6,,,,,,
,,,,,18487,3.0,3,,,,,,
,,,,,18496,9.0,9,,,,,,
,,,,,18501,5.0,5,,,,,,
,,,,,18505,4.0,4,,,,,,
,,,,,18514,9.0,9,,,,,,
,,,,,18519,5.0,5,,,,,,
,,,,,18538,19.0,19,,,,,,
,,,,,18554,16.0,16,,,,,,
