Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,4402,6.0,6,,,,,,
,,,,,4411,9.0,9,,,,,,
,,,,,4418,7.0,7,,,,,,
,,,,,4424,6.0,6,,,,,,
,,,,,4434,10.0,10,,,,,,
,,,,,4441,7.0,7,,,,,,
,,,,,4452,11.0,11,,,,,,
,,,,,4456,4.0,4,,,,,,
,,,,,4463,7.0,7,,,,,,
,,,,,4468,5.0,5,,,,,,
,,,,,4475,7.0,7,,,,,,
,,,,,4480,5.0,5,,,,,,
,,,,,4488,8.0,8,,,,,,
,,,,,4492,4.0,4,,,,,,
,,,,,4503,11.0,11,,,,,,
,,,,,4507,4.0,4,,,,,,
,,,,,4527,20.0,20,,,,,,
,,,,,4533,6.0,6,,,,,,
,,,,,4566,33.0,33,,,,,,
,,,,,4570,4.0,4,,,,,,
,,,,,4574,4.0,4,,,,,,
,,,,,4591,17.0,17,,,,,,
,,,,,4600,9.0,9,,,,,,
,,,,,4604,4.0,4,,,,,,
,,,,,4608,4.0,4,,,,,,
,,,,,4611,3.0,3,,,,,,
,,,,,4614,3.0,3,,,,,,
,,,,,4618,4.0,4,,,,,,
,,,,,4631,13.0,13,,,,,,
,,,,,4657,26.0,26,,,,,,
,,,,,4663,6.0,6,,,,,,
,,,,,4678,15.0,15,,,,,,
,,,,,4697,19.0,19,,,,,,
,,,,,4708,11.0,11,,,,,,
,,,,,4711,3.0,3,,,,,,
,,,,,4715,4.0,4,,,,,,
,,,,,4726,11.0,11,,,,,,
,,,,,4729,3.0,3,,,,,,
,,,,,4732,3.0,3,,,,,,
,,,,,4738,6.0,6,,,,,,
,,,,,4742,4.0,4,,,,,,
,,,,,4746,4.0,4,,,,,,
,,,,,4758,12.0,12,,,,,,
,,,,,4762,4.0,4,,,,,,
,,,,,4769,7.0,7,,,,,,
,,,,,4779,10.0,10,,,,,,
,,,,,4784,5.0,5,,,,,,
,,,,,4797,13.0,13,,,,,,
,,,,,4801,4.0,4,,,,,,
,,,,,4806,5.0,5,,,,,,
,,,,,4810,4.0,4,,,,,,
,,,,,4817,7.0,7,,,,,,
,,,,,4822,5.0,5,,,,,,
,,,,,4825,3.0,3,,,,,,
,,,,,4828,3.0,3,,,,,,
,,,,,4841,13.0,13,,,,,,
,,,,,4849,8.0,8,,,,,,
,,,,,4866,17.0,17,,,,,,
,,,,,4872,6.0,6,,,,,,
,,,,,4878,6.0,6,,,,,,
,,,,,4887,9.0,9,,,,,,
,,,,,4902,15.0,15,,,,,,
,,,,,4908,6.0,6,,,,,,
,,,,,4912,4.0,4,,,,,,
,,,,,4915,3.0,3,,,,,,
,,,,,4924,9.0,9,,,,,,
,,,,,4933,9.0,9,,,,,,
,,,,,4937,4.0,4,,,,,,
,,,,,4940,3.0,3,,,,,,
,,,,,4945,5.0,5,,,,,,
,,,,,4951,6.0,6,,,,,,
,,,,,4960,9.0,9,,,,,,
,,,,,4963,3.0,3,,,,,,
,,,,,4967,4.0,4,,,,,,
,,,,,4973,6.0,6,,,,,,
,,,,,4978,5.0,5,,,,,,
,,,,,4983,5.0,5,,,,,,
,,,,,4987,4.0,4,,,,,,
,,,,,4993,6.0,6,,,,,,
,,,,,4998,5.0,5,,,,,,
6.1,3.4481876,15.0,3.0,6.1,5000,,,0.9799423217773438,0.05734914913773537,1.0463532209396362,0.0003,0.0003,0.1
,,,,,5004,6.0,6,,,,,,
,,,,,5009,5.0,5,,,,,,
,,,,,5017,8.0,8,,,,,,
,,,,,5021,4.0,4,,,,,,
,,,,,5027,6.0,6,,,,,,
,,,,,5030,3.0,3,,,,,,
,,,,,5040,10.0,10,,,,,,
,,,,,5046,6.0,6,,,,,,
,,,,,5059,13.0,13,,,,,,
,,,,,5062,3.0,3,,,,,,
,,,,,5076,14.0,14,,,,,,
,,,,,5085,9.0,9,,,,,,
,,,,,5091,6.0,6,,,,,,
,,,,,5095,4.0,4,,,,,,
,,,,,5103,8.0,8,,,,,,
,,,,,5106,3.0,3,,,,,,
,,,,,5119,13.0,13,,,,,,
,,,,,5124,5.0,5,,,,,,
,,,,,5137,13.0,13,,,,,,
,,,,,5143,6.0,6,,,,,,
,,,,,5146,3.0,3,,,,,,
,,,,,5149,3.0,3,,,,,,
,,,,,5159,10.0,10,,,,,,
,,,,,5162,3.0,3,,,,,,
,,,,,5170,8.0,8,,,,,,
,,,,,5182,12.0,12,,,,,,
,,,,,5188,6.0,6,,,,,,
,,,,,5198,10.0,10,,,,,,
,,,,,5213,15.0,15,,,,,,
,,,,,5222,9.0,9,,,,,,
,,,,,5225,3.0,3,,,,,,
,,,,,5233,8.0,8,,,,,,
,,,,,5237,4.0,4,,,,,,
,,,,,5242,5.0,5,,,,,,
,,,,,5247,5.0,5,,,,,,
,,,,,5252,5.0,5,,,,,,
,,,,,5266,14.0,14,,,,,,
,,,,,5269,3.0,3,,,,,,
,,,,,5275,6.0,6,,,,,,
,,,,,5281,6.0,6,,,,,,
,,,,,5289,8.0,8,,,,,,
,,,,,5295,6.0,6,,,,,,
,,,,,5299,4.0,4,,,,,,
,,,,,5302,3.0,3,,,,,,
,,,,,5306,4.0,4,,,,,,
,,,,,5319,13.0,13,,,,,,
,,,,,5323,4.0,4,,,,,,
,,,,,5327,4.0,4,,,,,,
,,,,,5338,11.0,11,,,,,,
,,,,,5342,4.0,4,,,,,,
,,,,,5353,11.0,11,,,,,,
,,,,,5360,7.0,7,,,,,,
,,,,,5367,7.0,7,,,,,,
,,,,,5372,5.0,5,,,,,,
,,,,,5385,13.0,13,,,,,,
,,,,,5390,5.0,5,,,,,,
,,,,,5400,10.0,10,,,,,,
,,,,,5410,10.0,10,,,,,,
,,,,,5415,5.0,5,,,,,,
,,,,,5430,15.0,15,,,,,,
,,,,,5434,4.0,4,,,,,,
,,,,,5438,4.0,4,,,,,,
,,,,,5441,3.0,3,,,,,,
,,,,,5446,5.0,5,,,,,,
,,,,,5449,3.0,3,,,,,,
,,,,,5456,7.0,7,,,,,,
,,,,,5460,4.0,4,,,,,,
,,,,,5469,9.0,9,,,,,,
,,,,,5474,5.0,5,,,,,,
,,,,,5479,5.0,5,,,,,,
,,,,,5482,3.0,3,,,,,,
,,,,,5503,21.0,21,,,,,,
,,,,,5511,8.0,8,,,,,,
,,,,,5520,9.0,9,,,,,,
,,,,,5525,5.0,5,,,,,,
,,,,,5528,3.0,3,,,,,,
,,,,,5533,5.0,5,,,,,,
,,,,,5543,10.0,10,,,,,,
,,,,,5549,6.0,6,,,,,,
,,,,,5555,6.0,6,,,,,,
,,,,,5559,4.0,4,,,,,,
,,,,,5573,14.0,14,,,,,,
,,,,,5587,14.0,14,,,,,,
,,,,,5593,6.0,6,,,,,,
,,,,,5612,19.0,19,,,,,,
,,,,,5617,5.0,5,,,,,,
,,,,,5622,5.0,5,,,,,,
,,,,,5634,12.0,12,,,,,,
,,,,,5638,4.0,4,,,,,,
,,,,,5641,3.0,3,,,,,,
,,,,,5648,7.0,7,,,,,,
,,,,,5661,13.0,13,,,,,,
,,,,,5667,6.0,6,,,,,,
,,,,,5672,5.0,5,,,,,,
,,,,,5678,6.0,6,,,,,,
,,,,,5690,12.0,12,,,,,,
,,,,,5695,5.0,5,,,,,,
,,,,,5699,4.0,4,,,,,,
,,,,,5705,6.0,6,,,,,,
,,,,,5709,4.0,4,,,,,,
,,,,,5717,8.0,8,,,,,,
,,,,,5728,11.0,11,,,,,,
,,,,,5748,20.0,20,,,,,,
,,,,,5754,6.0,6,,,,,,
,,,,,5766,12.0,12,,,,,,
,,,,,5772,6.0,6,,,,,,
,,,,,5776,4.0,4,,,,,,
,,,,,5782,6.0,6,,,,,,
,,,,,5787,5.0,5,,,,,,
,,,,,5792,5.0,5,,,,,,
,,,,,5795,3.0,3,,,,,,
,,,,,5805,10.0,10,,,,,,
,,,,,5810,5.0,5,,,,,,
,,,,,5816,6.0,6,,,,,,
,,,,,5822,6.0,6,,,,,,
,,,,,5828,6.0,6,,,,,,
,,,,,5832,4.0,4,,,,,,
,,,,,5836,4.0,4,,,,,,
,,,,,5842,6.0,6,,,,,,
,,,,,5848,6.0,6,,,,,,
,,,,,5855,7.0,7,,,,,,
,,,,,5860,5.0,5,,,,,,
,,,,,5864,4.0,4,,,,,,
,,,,,5873,9.0,9,,,,,,
,,,,,5896,23.0,23,,,,,,
,,,,,5901,5.0,5,,,,,,
,,,,,5908,7.0,7,,,,,,
,,,,,5915,7.0,7,,,,,,
,,,,,5920,5.0,5,,,,,,
,,,,,5934,14.0,14,,,,,,
,,,,,5942,8.0,8,,,,,,
,,,,,5947,5.0,5,,,,,,
,,,,,5952,5.0,5,,,,,,
,,,,,5957,5.0,5,,,,,,
,,,,,5961,4.0,4,,,,,,
,,,,,5966,5.0,5,,,,,,
,,,,,5974,8.0,8,,,,,,
,,,,,5980,6.0,6,,,,,,
,,,,,5984,4.0,4,,,,,,
,,,,,5993,9.0,9,,,,,,
,,,,,6000,7.0,7,,,,,,
,,,,,6000,,,0.550044059753418,3.751274585723877,3.8107552528381348,0.0003,0.0003,0.1
,,,,,6005,5.0,5,,,,,,
,,,,,6009,4.0,4,,,,,,
,,,,,6017,8.0,8,,,,,,
,,,,,6022,5.0,5,,,,,,
,,,,,6025,3.0,3,,,,,,
,,,,,6028,3.0,3,,,,,,
,,,,,6032,4.0,4,,,,,,
,,,,,6035,3.0,3,,,,,,
,,,,,6038,3.0,3,,,,,,
,,,,,6041,3.0,3,,,,,,
,,,,,6045,4.0,4,,,,,,
,,,,,6048,3.0,3,,,,,,
,,,,,6057,9.0,9,,,,,,
,,,,,6061,4.0,4,,,,,,
,,,,,6065,4.0,4,,,,,,
,,,,,6068,3.0,3,,,,,,
,,,,,6072,4.0,4,,,,,,
,,,,,6078,6.0,6,,,,,,
,,,,,6096,18.0,18,,,,,,
,,,,,6099,3.0,3,,,,,,
,,,,,6111,12.0,12,,,,,,
,,,,,6116,5.0,5,,,,,,
,,,,,6121,5.0,5,,,,,,
,,,,,6125,4.0,4,,,,,,
,,,,,6128,3.0,3,,,,,,
,,,,,6136,8.0,8,,,,,,
,,,,,6141,5.0,5,,,,,,
,,,,,6146,5.0,5,,,,,,
,,,,,6151,5.0,5,,,,,,
,,,,,6154,3.0,3,,,,,,
,,,,,6157,3.0,3,,,,,,
,,,,,6162,5.0,5,,,,,,
,,,,,6175,13.0,13,,,,,,
,,,,,6196,21.0,21,,,,,,
,,,,,6200,4.0,4,,,,,,
,,,,,6205,5.0,5,,,,,,
,,,,,6208,3.0,3,,,,,,
,,,,,6214,6.0,6,,,,,,
,,,,,6224,10.0,10,,,,,,
,,,,,6229,5.0,5,,,,,,
,,,,,6240,11.0,11,,,,,,
,,,,,6247,7.0,7,,,,,,
,,,,,6252,5.0,5,,,,,,
,,,,,6255,3.0,3,,,,,,
,,,,,6265,10.0,10,,,,,,
,,,,,6271,6.0,6,,,,,,
,,,,,6286,15.0,15,,,,,,
,,,,,6293,7.0,7,,,,,,
,,,,,6307,14.0,14,,,,,,
,,,,,6312,5.0,5,,,,,,
,,,,,6318,6.0,6,,,,,,
,,,,,6322,4.0,4,,,,,,
,,,,,6325,3.0,3,,,,,,
,,,,,6345,20.0,20,,,,,,
,,,,,6350,5.0,5,,,,,,
,,,,,6355,5.0,5,,,,,,
,,,,,6361,6.0,6,,,,,,
,,,,,6370,9.0,9,,,,,,
,,,,,6374,4.0,4,,,,,,
,,,,,6385,11.0,11,,,,,,
,,,,,6391,6.0,6,,,,,,
,,,,,6394,3.0,3,,,,,,
,,,,,6402,8.0,8,,,,,,
,,,,,6409,7.0,7,,,,,,
,,,,,6415,6.0,6,,,,,,
,,,,,6422,7.0,7,,,,,,
,,,,,6427,5.0,5,,,,,,
,,,,,6430,3.0,3,,,,,,
,,,,,6440,10.0,10,,,,,,
,,,,,6446,6.0,6,,,,,,
,,,,,6449,3.0,3,,,,,,
,,,,,6460,11.0,11,,,,,,
,,,,,6475,15.0,15,,,,,,
,,,,,6479,4.0,4,,,,,,
,,,,,6483,4.0,4,,,,,,
,,,,,6491,8.0,8,,,,,,
,,,,,6503,12.0,12,,,,,,
,,,,,6510,7.0,7,,,,,,
,,,,,6514,4.0,4,,,,,,
,,,,,6518,4.0,4,,,,,,
,,,,,6525,7.0,7,,,,,,
,,,,,6531,6.0,6,,,,,,
,,,,,6536,5.0,5,,,,,,
,,,,,6541,5.0,5,,,,,,
,,,,,6546,5.0,5,,,,,,
,,,,,6551,5.0,5,,,,,,
,,,,,6556,5.0,5,,,,,,
,,,,,6560,4.0,4,,,,,,
,,,,,6564,4.0,4,,,,,,
,,,,,6569,5.0,5,,,,,,
,,,,,6582,13.0,13,,,,,,
,,,,,6586,4.0,4,,,,,,
,,,,,6592,6.0,6,,,,,,
,,,,,6602,10.0,10,,,,,,
,,,,,6608,6.0,6,,,,,,
,,,,,6635,27.0,27,,,,,,
,,,,,6647,12.0,12,,,,,,
,,,,,6650,3.0,3,,,,,,
,,,,,6654,4.0,4,,,,,,
,,,,,6665,11.0,11,,,,,,
,,,,,6669,4.0,4,,,,,,
,,,,,6674,5.0,5,,,,,,
,,,,,6682,8.0,8,,,,,,
,,,,,6686,4.0,4,,,,,,
,,,,,6695,9.0,9,,,,,,
,,,,,6699,4.0,4,,,,,,
,,,,,6706,7.0,7,,,,,,
,,,,,6709,3.0,3,,,,,,
,,,,,6722,13.0,13,,,,,,
,,,,,6726,4.0,4,,,,,,
,,,,,6729,3.0,3,,,,,,
,,,,,6739,10.0,10,,,,,,
,,,,,6745,6.0,6,,,,,,
,,,,,6750,5.0,5,,,,,,
,,,,,6754,4.0,4,,,,,,
,,,,,6758,4.0,4,,,,,,
,,,,,6762,4.0,4,,,,,,
,,,,,6769,7.0,7,,,,,,
,,,,,6779,10.0,10,,,,,,
,,,,,6784,5.0,5,,,,,,
,,,,,6792,8.0,8,,,,,,
,,,,,6797,5.0,5,,,,,,
,,,,,6801,4.0,4,,,,,,
,,,,,6806,5.0,5,,,,,,
,,,,,6809,3.0,3,,,,,,
,,,,,6816,7.0,7,,,,,,
,,,,,6820,4.0,4,,,,,,
,,,,,6825,5.0,5,,,,,,
,,,,,6834,9.0,9,,,,,,
,,,,,6844,10.0,10,,,,,,
,,,,,6848,4.0,4,,,,,,
,,,,,6851,3.0,3,,,,,,
,,,,,6859,8.0,8,,,,,,
,,,,,6863,4.0,4,,,,,,
,,,,,6870,7.0,7,,,,,,
,,,,,6875,5.0,5,,,,,,
,,,,,6880,5.0,5,,,,,,
,,,,,6896,16.0,16,,,,,,
,,,,,6900,4.0,4,,,,,,
,,,,,6909,9.0,9,,,,,,
,,,,,6919,10.0,10,,,,,,
,,,,,6924,5.0,5,,,,,,
,,,,,6929,5.0,5,,,,,,
,,,,,6935,6.0,6,,,,,,
,,,,,6938,3.0,3,,,,,,
,,,,,6958,20.0,20,,,,,,
,,,,,6961,3.0,3,,,,,,
,,,,,6968,7.0,7,,,,,,
,,,,,6978,10.0,10,,,,,,
,,,,,6988,10.0,10,,,,,,
,,,,,6991,3.0,3,,,,,,
,,,,,6997,6.0,6,,,,,,
,,,,,7000,,,1.4493802785873413,5.022826194763184,4.884919166564941,0.0003,0.0003,0.1
,,,,,7016,19.0,19,,,,,,
,,,,,7021,5.0,5,,,,,,
,,,,,7027,6.0,6,,,,,,
,,,,,7034,7.0,7,,,,,,
,,,,,7037,3.0,3,,,,,,
,,,,,7045,8.0,8,,,,,,
,,,,,7050,5.0,5,,,,,,
,,,,,7054,4.0,4,,,,,,
,,,,,7063,9.0,9,,,,,,
,,,,,7068,5.0,5,,,,,,
,,,,,7080,12.0,12,,,,,,
,,,,,7089,9.0,9,,,,,,
,,,,,7096,7.0,7,,,,,,
,,,,,7100,4.0,4,,,,,,
,,,,,7106,6.0,6,,,,,,
,,,,,7115,9.0,9,,,,,,
,,,,,7118,3.0,3,,,,,,
,,,,,7122,4.0,4,,,,,,
,,,,,7129,7.0,7,,,,,,
,,,,,7135,6.0,6,,,,,,
,,,,,7148,13.0,13,,,,,,
,,,,,7155,7.0,7,,,,,,
,,,,,7162,7.0,7,,,,,,
,,,,,7169,7.0,7,,,,,,
,,,,,7172,3.0,3,,,,,,
,,,,,7180,8.0,8,,,,,,
,,,,,7184,4.0,4,,,,,,
,,,,,7201,17.0,17,,,,,,
,,,,,7207,6.0,6,,,,,,
,,,,,7228,21.0,21,,,,,,
,,,,,7231,3.0,3,,,,,,
,,,,,7239,8.0,8,,,,,,
,,,,,7246,7.0,7,,,,,,
,,,,,7252,6.0,6,,,,,,
,,,,,7264,12.0,12,,,,,,
,,,,,7269,5.0,5,,,,,,
,,,,,7274,5.0,5,,,,,,
,,,,,7279,5.0,5,,,,,,
,,,,,7282,3.0,3,,,,,,
,,,,,7298,16.0,16,,,,,,
,,,,,7306,8.0,8,,,,,,
,,,,,7320,14.0,14,,,,,,
,,,,,7326,6.0,6,,,,,,
,,,,,7329,3.0,3,,,,,,
,,,,,7334,5.0,5,,,,,,
,,,,,7341,7.0,7,,,,,,
,,,,,7344,3.0,3,,,,,,
,,,,,7351,7.0,7,,,,,,
,,,,,7354,3.0,3,,,,,,
,,,,,7358,4.0,4,,,,,,
,,,,,7369,11.0,11,,,,,,
,,,,,7377,8.0,8,,,,,,
,,,,,7383,6.0,6,,,,,,
,,,,,7387,4.0,4,,,,,,
,,,,,7403,16.0,16,,,,,,
,,,,,7412,9.0,9,,,,,,
,,,,,7415,3.0,3,,,,,,
,,,,,7425,10.0,10,,,,,,
,,,,,7441,16.0,16,,,,,,
,,,,,7453,12.0,12,,,,,,
,,,,,7461,8.0,8,,,,,,
,,,,,7476,15.0,15,,,,,,
,,,,,7485,9.0,9,,,,,,
,,,,,7492,7.0,7,,,,,,
,,,,,7496,4.0,4,,,,,,
,,,,,7513,17.0,17,,,,,,
,,,,,7520,7.0,7,,,,,,
,,,,,7526,6.0,6,,,,,,
,,,,,7529,3.0,3,,,,,,
,,,,,7541,12.0,12,,,,,,
,,,,,7545,4.0,4,,,,,,
,,,,,7549,4.0,4,,,,,,
,,,,,7552,3.0,3,,,,,,
,,,,,7561,9.0,9,,,,,,
,,,,,7566,5.0,5,,,,,,
,,,,,7570,4.0,4,,,,,,
,,,,,7574,4.0,4,,,,,,
,,,,,7579,5.0,5,,,,,,
,,,,,7583,4.0,4,,,,,,
,,,,,7591,8.0,8,,,,,,
,,,,,7597,6.0,6,,,,,,
,,,,,7601,4.0,4,,,,,,
,,,,,7614,13.0,13,,,,,,
,,,,,7617,3.0,3,,,,,,
,,,,,7623,6.0,6,,,,,,
,,,,,7629,6.0,6,,,,,,
,,,,,7635,6.0,6,,,,,,
,,,,,7638,3.0,3,,,,,,
,,,,,7678,40.0,40,,,,,,
,,,,,7693,15.0,15,,,,,,
,,,,,7704,11.0,11,,,,,,
,,,,,7716,12.0,12,,,,,,
,,,,,7726,10.0,10,,,,,,
,,,,,7730,4.0,4,,,,,,
,,,,,7750,20.0,20,,,,,,
,,,,,7765,15.0,15,,,,,,
,,,,,7770,5.0,5,,,,,,
,,,,,7776,6.0,6,,,,,,
,,,,,7780,4.0,4,,,,,,
,,,,,7784,4.0,4,,,,,,
,,,,,7797,13.0,13,,,,,,
,,,,,7801,4.0,4,,,,,,
,,,,,7804,3.0,3,,,,,,
,,,,,7811,7.0,7,,,,,,
,,,,,7826,15.0,15,,,,,,
,,,,,7830,4.0,4,,,,,,
,,,,,7836,6.0,6,,,,,,
,,,,,7841,5.0,5,,,,,,
,,,,,7844,3.0,3,,,,,,
,,,,,7848,4.0,4,,,,,,
,,,,,7852,4.0,4,,,,,,
,,,,,7856,4.0,4,,,,,,
,,,,,7866,10.0,10,,,,,,
,,,,,7871,5.0,5,,,,,,
,,,,,7875,4.0,4,,,,,,
,,,,,7891,16.0,16,,,,,,
,,,,,7896,5.0,5,,,,,,
,,,,,7901,5.0,5,,,,,,
,,,,,7908,7.0,7,,,,,,
,,,,,7912,4.0,4,,,,,,
,,,,,7921,9.0,9,,,,,,
,,,,,7931,10.0,10,,,,,,
,,,,,7934,3.0,3,,,,,,
,,,,,7940,6.0,6,,,,,,
,,,,,7943,3.0,3,,,,,,
,,,,,7947,4.0,4,,,,,,
,,,,,7950,3.0,3,,,,,,
,,,,,7957,7.0,7,,,,,,
,,,,,7964,7.0,7,,,,,,
,,,,,7970,6.0,6,,,,,,
,,,,,7973,3.0,3,,,,,,
,,,,,7987,14.0,14,,,,,,
,,,,,7990,3.0,3,,,,,,
,,,,,7996,6.0,6,,,,,,
,,,,,8000,,,1.8436896800994873,4.856932640075684,4.987524509429932,0.0003,0.0003,0.1
,,,,,8004,8.0,8,,,,,,
,,,,,8010,6.0,6,,,,,,
,,,,,8018,8.0,8,,,,,,
,,,,,8021,3.0,3,,,,,,
,,,,,8024,3.0,3,,,,,,
,,,,,8033,9.0,9,,,,,,
,,,,,8045,12.0,12,,,,,,
,,,,,8053,8.0,8,,,,,,
,,,,,8058,5.0,5,,,,,,
,,,,,8062,4.0,4,,,,,,
,,,,,8077,15.0,15,,,,,,
,,,,,8080,3.0,3,,,,,,
,,,,,8084,4.0,4,,,,,,
,,,,,8087,3.0,3,,,,,,
,,,,,8101,14.0,14,,,,,,
,,,,,8108,7.0,7,,,,,,
,,,,,8121,13.0,13,,,,,,
,,,,,8124,3.0,3,,,,,,
,,,,,8137,13.0,13,,,,,,
,,,,,8141,4.0,4,,,,,,
,,,,,8146,5.0,5,,,,,,
,,,,,8158,12.0,12,,,,,,
,,,,,8165,7.0,7,,,,,,
,,,,,8169,4.0,4,,,,,,
,,,,,8175,6.0,6,,,,,,
,,,,,8180,5.0,5,,,,,,
,,,,,8184,4.0,4,,,,,,
,,,,,8187,3.0,3,,,,,,
,,,,,8191,4.0,4,,,,,,
,,,,,8195,4.0,4,,,,,,
,,,,,8200,5.0,5,,,,,,
,,,,,8203,3.0,3,,,,,,
,,,,,8217,14.0,14,,,,,,
,,,,,8227,10.0,10,,,,,,
,,,,,8235,8.0,8,,,,,,
,,,,,8238,3.0,3,,,,,,
,,,,,8243,5.0,5,,,,,,
,,,,,8247,4.0,4,,,,,,
,,,,,8251,4.0,4,,,,,,
,,,,,8261,10.0,10,,,,,,
,,,,,8265,4.0,4,,,,,,
,,,,,8272,7.0,7,,,,,,
,,,,,8282,10.0,10,,,,,,
,,,,,8293,11.0,11,,,,,,
,,,,,8301,8.0,8,,,,,,
,,,,,8307,6.0,6,,,,,,
,,,,,8315,8.0,8,,,,,,
,,,,,8319,4.0,4,,,,,,
,,,,,8322,3.0,3,,,,,,
,,,,,8326,4.0,4,,,,,,
,,,,,8330,4.0,4,,,,,,
,,,,,8334,4.0,4,,,,,,
,,,,,8340,6.0,6,,,,,,
,,,,,8343,3.0,3,,,,,,
,,,,,8349,6.0,6,,,,,,
,,,,,8358,9.0,9,,,,,,
,,,,,8367,9.0,9,,,,,,
,,,,,8371,4.0,4,,,,,,
,,,,,8376,5.0,5,,,,,,
,,,,,8379,3.0,3,,,,,,
,,,,,8384,5.0,5,,,,,,
,,,,,8390,6.0,6,,,,,,
,,,,,8404,14.0,14,,,,,,
,,,,,8421,17.0,17,,,,,,
,,,,,8426,5.0,5,,,,,,
,,,,,8436,10.0,10,,,,,,
,,,,,8441,5.0,5,,,,,,
,,,,,8453,12.0,12,,,,,,
,,,,,8475,22.0,22,,,,,,
,,,,,8478,3.0,3,,,,,,
,,,,,8485,7.0,7,,,,,,
,,,,,8496,11.0,11,,,,,,
,,,,,8502,6.0,6,,,,,,
,,,,,8512,10.0,10,,,,,,
,,,,,8519,7.0,7,,,,,,
,,,,,8526,7.0,7,,,,,,
,,,,,8529,3.0,3,,,,,,
,,,,,8542,13.0,13,,,,,,
,,,,,8546,4.0,4,,,,,,
,,,,,8553,7.0,7,,,,,,
,,,,,8557,4.0,4,,,,,,
,,,,,8563,6.0,6,,,,,,
,,,,,8568,5.0,5,,,,,,
,,,,,8576,8.0,8,,,,,,
,,,,,8584,8.0,8,,,,,,
,,,,,8588,4.0,4,,,,,,
,,,,,8595,7.0,7,,,,,,
,,,,,8599,4.0,4,,,,,,
,,,,,8608,9.0,9,,,,,,
,,,,,8615,7.0,7,,,,,,
,,,,,8621,6.0,6,,,,,,
,,,,,8625,4.0,4,,,,,,
,,,,,8633,8.0,8,,,,,,
,,,,,8637,4.0,4,,,,,,
,,,,,8641,4.0,4,,,,,,
,,,,,8644,3.0,3,,,,,,
,,,,,8654,10.0,10,,,,,,
,,,,,8658,4.0,4,,,,,,
,,,,,8661,3.0,3,,,,,,
,,,,,8665,4.0,4,,,,,,
,,,,,8669,4.0,4,,,,,,
,,,,,8677,8.0,8,,,,,,
,,,,,8682,5.0,5,,,,,,
,,,,,8686,4.0,4,,,,,,
,,,,,8696,10.0,10,,,,,,
,,,,,8700,4.0,4,,,,,,
,,,,,8716,16.0,16,,,,,,
,,,,,8720,4.0,4,,,,,,
,,,,,8724,4.0,4,,,,,,
,,,,,8729,5.0,5,,,,,,
,,,,,8738,9.0,9,,,,,,
,,,,,8746,8.0,8,,,,,,
,,,,,8757,11.0,11,,,,,,
,,,,,8767,10.0,10,,,,,,
,,,,,8770,3.0,3,,,,,,
,,,,,8784,14.0,14,,,,,,
,,,,,8788,4.0,4,,,,,,
,,,,,8802,14.0,14,,,,,,
,,,,,8807,5.0,5,,,,,,
,,,,,8810,3.0,3,,,,,,
,,,,,8819,9.0,9,,,,,,
,,,,,8825,6.0,6,,,,,,
,,,,,8829,4.0,4,,,,,,
,,,,,8836,7.0,7,,,,,,
,,,,,8846,10.0,10,,,,,,
,,,,,8858,12.0,12,,,,,,
,,,,,8863,5.0,5,,,,,,
,,,,,8867,4.0,4,,,,,,
,,,,,8873,6.0,6,,,,,,
,,,,,8877,4.0,4,,,,,,
,,,,,8882,5.0,5,,,,,,
,,,,,8888,6.0,6,,,,,,
,,,,,8892,4.0,4,,,,,,
,,,,,8913,21.0,21,,,,,,
,,,,,8917,4.0,4,,,,,,
,,,,,8927,10.0,10,,,,,,
,,,,,8931,4.0,4,,,,,,
,,,,,8936,5.0,5,,,,,,
,,,,,8943,7.0,7,,,,,,
,,,,,8949,6.0,6,,,,,,
,,,,,8954,5.0,5,,,,,,
,,,,,8960,6.0,6,,,,,,
,,,,,8969,9.0,9,,,,,,
,,,,,8976,7.0,7,,,,,,
,,,,,8982,6.0,6,,,,,,
,,,,,8989,7.0,7,,,,,,
,,,,,8992,3.0,3,,,,,,
,,,,,8999,7.0,7,,,,,,
,,,,,9000,,,2.0401313304901123,4.759687423706055,4.6954755783081055,0.0003,0.0003,0.1
,,,,,9012,13.0,13,,,,,,
,,,,,9025,13.0,13,,,,,,
,,,,,9032,7.0,7,,,,,,
,,,,,9035,3.0,3,,,,,,
,,,,,9039,4.0,4,,,,,,
,,,,,9042,3.0,3,,,,,,
,,,,,9048,6.0,6,,,,,,
,,,,,9069,21.0,21,,,,,,
,,,,,9073,4.0,4,,,,,,
,,,,,9077,4.0,4,,,,,,
,,,,,9083,6.0,6,,,,,,
,,,,,9089,6.0,6,,,,,,
,,,,,9092,3.0,3,,,,,,
,,,,,9096,4.0,4,,,,,,
,,,,,9101,5.0,5,,,,,,
,,,,,9106,5.0,5,,,,,,
,,,,,9111,5.0,5,,,,,,
,,,,,9114,3.0,3,,,,,,
,,,,,9117,3.0,3,,,,,,
,,,,,9122,5.0,5,,,,,,
,,,,,9127,5.0,5,,,,,,
,,,,,9131,4.0,4,,,,,,
,,,,,9145,14.0,14,,,,,,
,,,,,9153,8.0,8,,,,,,
,,,,,9157,4.0,4,,,,,,
,,,,,9169,12.0,12,,,,,,
