critic/q_loss,critic/q_mean,critic/q_max,critic/q_min,bc_actor/loss,onestep_actor/total_loss,onestep_actor/distill_loss,onestep_actor/q_loss,onestep_actor/mse,step
1.0052740573883057,0.02879650890827179,0.14688032865524292,-0.13851997256278992,1.4675748348236084,1.7601238489151,1.5434629917144775,0.21666084229946136,0.4981401562690735,0
3.0244059562683105,-39.4539794921875,-2.7633485794067383,-40.39832305908203,0.6187660694122314,39.576698303222656,0.10937368869781494,39.467323303222656,0.36257171630859375,10000
1.6538580656051636,-58.858299255371094,-0.12238927185535431,-63.87197494506836,0.5720664262771606,58.8553581237793,0.1976029872894287,58.65775680541992,0.3262728452682495,20000
0.5323628187179565,-61.037513732910156,-3.437511444091797,-78.05233764648438,0.5135161876678467,60.99061965942383,0.23692455887794495,60.75369644165039,0.3112730383872986,30000
0.8651183247566223,-61.81262969970703,-1.426649570465088,-86.19526672363281,0.5342837572097778,61.86528015136719,0.3007652163505554,61.56451416015625,0.3292425870895386,40000
0.7670035362243652,-59.996795654296875,-7.515175819396973,-89.94827270507812,0.5453057289123535,59.869163513183594,0.28310346603393555,59.5860595703125,0.32506483793258667,50000
0.5786119699478149,-58.34627151489258,0.22818517684936523,-91.35258483886719,0.5192422866821289,58.45256423950195,0.2880224883556366,58.16454315185547,0.2925903797149658,60000
0.493592768907547,-59.64011001586914,0.586165189743042,-87.42655944824219,0.5398725271224976,59.45994567871094,0.28491419553756714,59.17502975463867,0.2999590039253235,70000
0.7488241195678711,-57.819881439208984,0.06000390648841858,-93.07042694091797,0.5219516158103943,57.55887985229492,0.28345996141433716,57.275421142578125,0.29004132747650146,80000
0.4214523732662201,-59.762306213378906,-0.15075284242630005,-92.30570983886719,0.4967079162597656,59.68684387207031,0.2636568546295166,59.423187255859375,0.28046172857284546,90000
0.5386863946914673,-62.26029586791992,0.7942910194396973,-91.5963363647461,0.5435553193092346,62.18603515625,0.2981018126010895,61.88793182373047,0.2900266647338867,100000
0.5493266582489014,-60.859649658203125,-0.21349668502807617,-95.25045013427734,0.497947096824646,60.725440979003906,0.2732005715370178,60.452239990234375,0.2567971348762512,110000
0.5718976259231567,-61.12223815917969,-14.850052833557129,-90.03312683105469,0.5504378080368042,61.097530364990234,0.28785085678100586,60.8096809387207,0.2837849259376526,120000
0.9406918287277222,-62.92150115966797,1.6533889770507812,-89.15192413330078,0.49907082319259644,62.788856506347656,0.2398897111415863,62.54896545410156,0.2539590001106262,130000
0.519406795501709,-63.003074645996094,-0.2965278625488281,-91.87403106689453,0.4797825813293457,62.98430633544922,0.24344636499881744,62.74085998535156,0.23960338532924652,140000
0.5983598232269287,-63.72030258178711,-1.05901038646698,-89.40528106689453,0.48680198192596436,63.568077087402344,0.2682504653930664,63.299827575683594,0.2518886625766754,150000
0.7765552401542664,-62.68315124511719,-0.8071823120117188,-90.96488189697266,0.5089622139930725,62.6027717590332,0.23057961463928223,62.3721923828125,0.25880223512649536,160000
1.8248494863510132,-63.98538589477539,0.30243489146232605,-94.49764251708984,0.5204737186431885,64.03195190429688,0.25177761912345886,63.780174255371094,0.2519710659980774,170000
0.9241618514060974,-62.83016586303711,0.5976172685623169,-92.84364318847656,0.4845122694969177,62.73897933959961,0.2417551428079605,62.497222900390625,0.2401656210422516,180000
0.5988277196884155,-65.08010864257812,-0.07624053955078125,-98.10956573486328,0.4551740288734436,64.8416976928711,0.24590566754341125,64.59579467773438,0.24532181024551392,190000
0.5991385579109192,-63.75483703613281,1.0470789670944214,-95.0305404663086,0.49904704093933105,63.6505012512207,0.24428486824035645,63.40621566772461,0.24575096368789673,200000
0.5287120342254639,-63.52617645263672,-0.6036872863769531,-92.15180206298828,0.4978598356246948,63.31937026977539,0.2605689764022827,63.058799743652344,0.27973464131355286,210000
0.9069746732711792,-61.195960998535156,0.7851583957672119,-98.77190399169922,0.4665029048919678,61.20585250854492,0.2699427902698517,60.935909271240234,0.24715732038021088,220000
0.44096609950065613,-64.97833251953125,-0.6326251029968262,-99.32012176513672,0.5037296414375305,64.82609558105469,0.24853745102882385,64.57756042480469,0.2864459156990051,230000
0.6356222033500671,-64.1116943359375,-21.110910415649414,-93.90628814697266,0.47489023208618164,64.00121307373047,0.2366451919078827,63.764564514160156,0.24307501316070557,240000
