value/v_loss,value/v_mean,value/v_max,value/v_min,critic/q_loss,critic/q_mean,critic/q_max,critic/q_min,actor/actor_loss,actor/mse,step
0.005347386933863163,0.10817220062017441,0.20302358269691467,-0.026170313358306885,0.9814780354499817,-0.0700768232345581,0.08217087388038635,-0.16376394033432007,4.879423141479492,0.2008499950170517,0
0.20572596788406372,-27.87526512145996,-0.7329068183898926,-36.991939544677734,0.8968590497970581,-28.534957885742188,-0.6908864974975586,-37.537139892578125,3.631507158279419,0.029149988666176796,10000
0.25955790281295776,-29.22906494140625,1.866157054901123,-45.7730827331543,1.0207003355026245,-29.74169158935547,1.198120355606079,-46.053199768066406,3.727334499359131,0.01891946792602539,20000
0.2765967547893524,-31.205883026123047,-0.30987548828125,-46.40839385986328,0.8802972435951233,-31.371410369873047,0.1023285984992981,-47.31217956542969,4.03468132019043,0.017744610086083412,30000
0.38454779982566833,-30.21563720703125,1.6134490966796875,-46.99715042114258,0.5636740922927856,-30.93199920654297,0.6823960542678833,-47.11875534057617,3.3597965240478516,0.023336239159107208,40000
0.9094142913818359,-31.12961196899414,0.40944695472717285,-47.36119842529297,0.9303928017616272,-31.69240379333496,0.4149516224861145,-47.993675231933594,5.928149700164795,0.018709572032094002,50000
0.36887770891189575,-32.641517639160156,0.5652347803115845,-47.67447280883789,1.0746500492095947,-32.70602798461914,0.1950870156288147,-47.57352066040039,6.116339683532715,0.025694308802485466,60000
0.4846544861793518,-31.580833435058594,0.7267110347747803,-47.783966064453125,1.1100964546203613,-31.93584442138672,0.3233487010002136,-47.911617279052734,4.965149402618408,0.025461694225668907,70000
0.3156052827835083,-31.63554573059082,0.5057721138000488,-48.0229377746582,0.6940890550613403,-32.13430404663086,0.32288578152656555,-48.145870208740234,3.748046875,0.021968942135572433,80000
0.7376453876495361,-32.97297286987305,0.30042576789855957,-48.24102783203125,0.45350250601768494,-33.878231048583984,0.10335943102836609,-48.75291061401367,8.424875259399414,0.023352498188614845,90000
0.5561238527297974,-32.41256332397461,0.4704083502292633,-48.4748649597168,0.601319432258606,-33.27727508544922,0.541947066783905,-48.707828521728516,3.700969934463501,0.025928085669875145,100000
0.7715790271759033,-32.57601547241211,0.5763423442840576,-47.88860321044922,0.5334569215774536,-33.48986053466797,0.01621484011411667,-47.79255294799805,3.369420289993286,0.022755950689315796,110000
0.6499215364456177,-32.966678619384766,0.307992547750473,-48.11139678955078,0.8140109777450562,-33.70172882080078,0.12722723186016083,-48.35459899902344,6.933160781860352,0.030315130949020386,120000
0.6360716819763184,-33.75456237792969,0.189439058303833,-48.69840621948242,0.7399348020553589,-34.22210693359375,0.19918130338191986,-48.96593475341797,6.079739570617676,0.025530805811285973,130000
0.7006007432937622,-32.821266174316406,0.4705924391746521,-48.5763053894043,0.4210779368877411,-33.7698860168457,0.2018001526594162,-49.087059020996094,5.825562000274658,0.022849632427096367,140000
0.5548382997512817,-33.580810546875,0.3211823105812073,-48.65203094482422,0.6803044676780701,-34.335636138916016,0.19185301661491394,-48.99348068237305,5.557986259460449,0.019201332703232765,150000
0.44070810079574585,-33.57632064819336,0.4196317493915558,-48.692623138427734,0.3716813027858734,-34.03984451293945,0.09175653755664825,-48.865394592285156,4.818700313568115,0.022751254960894585,160000
0.5948164463043213,-31.993350982666016,0.19614458084106445,-48.434051513671875,0.8333364725112915,-32.42937088012695,0.5431877374649048,-48.603843688964844,3.9979915618896484,0.01822853647172451,170000
0.8630993962287903,-32.0478401184082,0.34780582785606384,-48.29434585571289,0.9274692535400391,-32.748897552490234,0.2704828977584839,-48.377037048339844,4.039974212646484,0.01973230578005314,180000
0.49064797163009644,-34.1384162902832,0.435059130191803,-48.74944305419922,0.6817799806594849,-34.736289978027344,0.28671592473983765,-49.241947174072266,4.401518821716309,0.022395122796297073,190000
