Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
33.53846,19.389194,76.0,15.0,33.53846153846154,24.436363,12.337816,66.0,8.0,24.436363636363637,-0.006247599143534899,4032,0.995211124420166,24.436363,0
45.77778,26.050283,102.0,21.0,45.77777777777778,33.157024,19.065353,100.0,9.0,33.15702479338843,-0.0042124963365495205,8044,1.901834487915039,,1
45.0,33.704597,146.0,15.0,45.0,45.269665,27.6433,200.0,11.0,45.26966292134831,-0.008285715244710445,12073,2.715723991394043,,2
40.909092,16.367678,76.0,18.0,40.90909090909091,51.628204,29.908882,168.0,13.0,51.62820512820513,-0.0019262591376900673,16100,3.529587507247925,,3
54.125,17.687832,90.0,32.0,54.125,53.07895,23.185616,126.0,17.0,53.078947368421055,-0.005767092574387789,20134,4.362498998641968,,4
91.8,34.382553,138.0,37.0,91.8,65.33871,27.782534,128.0,16.0,65.33870967741936,-0.005365298129618168,24185,5.243391513824463,,5
74.166664,43.27207,170.0,47.0,74.16666666666667,71.15254,36.39138,200.0,23.0,71.15254237288136,-0.012820597738027573,28383,6.118295907974243,,6
85.0,33.52014,135.0,42.0,85.0,71.80357,28.435654,146.0,25.0,71.80357142857143,-0.00794963538646698,32404,6.998443126678467,,7
93.4,32.48138,141.0,43.0,93.4,77.26923,35.988308,159.0,25.0,77.26923076923077,-0.0032537078950554132,36422,7.861863613128662,,8
134.0,13.366625,152.0,120.0,134.0,98.07317,43.900326,200.0,43.0,98.07317073170732,0.0037994792219251394,40443,8.755640745162964,,9
148.33333,40.892815,200.0,100.0,148.33333333333334,129.83871,46.915913,200.0,45.0,129.83870967741936,-0.002536734798923135,44468,9.666377067565918,,10
119.0,45.62346,171.0,66.0,119.0,143.78572,34.651695,200.0,74.0,143.78571428571428,-0.004361686762422323,48494,10.589445352554321,,11
138.5,39.430317,168.0,72.0,138.5,145.25,35.998634,200.0,48.0,145.25,-0.015688950195908546,52561,11.545926332473755,,12
160.66667,10.402991,169.0,146.0,160.66666666666666,143.35715,48.635098,200.0,55.0,143.35714285714286,-0.00680736918002367,56575,12.504548788070679,,13
155.66667,23.612614,187.0,130.0,155.66666666666666,158.23077,35.590954,200.0,54.0,158.23076923076923,-0.01139004249125719,60689,13.4736807346344,,14
