critic/q_loss,critic/q_mean,critic/q_max,critic/q_min,actor/total_loss,actor/q_loss,actor/bc_loss,actor/entropy_loss,actor/mse,beta/beta_loss,beta/beta,step
0.9991487264633179,-0.07934412360191345,0.10154584795236588,-0.26521751284599304,17.455312728881836,0.3339148461818695,22.339683532714844,-5.218286037445068,0.7446561455726624,9.045768737792969,0.9997000694274902,0
2.030040740966797,-39.69169998168945,-1.9132682085037231,-40.54153060913086,46.42625045776367,39.73561096191406,5.78344202041626,0.9071959257125854,0.19278140366077423,0.1026298999786377,0.2331429421901703,10000
0.9364363551139832,-62.546470642089844,1.141772985458374,-64.11883544921875,68.33494567871094,62.55931854248047,4.826956748962402,0.9486721158027649,0.16089856624603271,0.0028371887747198343,0.2488095909357071,20000
1.0299097299575806,-76.921142578125,-4.936442852020264,-78.53172302246094,82.4745864868164,76.9531478881836,4.457777976989746,1.0636625289916992,0.14859260618686676,-0.036176010966300964,0.2551644444465637,30000
0.3281278908252716,-86.39108276367188,-4.620892524719238,-87.2519760131836,91.744873046875,86.34344482421875,4.3606977462768555,1.0407322645187378,0.14535659551620483,0.019749434664845467,0.2586570680141449,40000
3.2661919593811035,-91.69534301757812,-29.102785110473633,-92.66365814208984,97.21295166015625,91.70672607421875,4.444222927093506,1.0620007514953613,0.14814075827598572,-0.0024659994523972273,0.26034489274024963,50000
1.9032875299453735,-93.36601257324219,-0.0900067687034607,-95.53429412841797,98.72496795654297,93.35736083984375,4.3097991943359375,1.057804822921753,0.14365997910499573,-0.028510740026831627,0.26141056418418884,60000
1.8959746360778809,-94.4743881225586,0.37478139996528625,-97.45568084716797,99.82229614257812,94.56939697265625,4.213630676269531,1.039265751838684,0.14045435190200806,0.003423254005610943,0.2632580101490021,70000
1.21437668800354,-96.17903137207031,-0.10223791003227234,-98.50969696044922,101.41309356689453,96.17599487304688,4.300002098083496,0.9370946884155273,0.14333340525627136,0.01842651329934597,0.26313266158103943,80000
4.920079708099365,-97.31996154785156,0.05379396677017212,-99.09468078613281,102.52457427978516,97.26946258544922,4.226447105407715,1.0286628007888794,0.14088156819343567,0.07335822284221649,0.26433172821998596,90000
2.1167798042297363,-98.00628662109375,-4.134856700897217,-99.3980712890625,103.37735748291016,97.96334075927734,4.480475425720215,0.93354332447052,0.149349182844162,0.10693340003490448,0.26583990454673767,100000
0.7290907502174377,-98.01995849609375,0.7015935182571411,-99.75029754638672,103.02405548095703,98.0020751953125,3.9367496967315674,1.0852289199829102,0.13122498989105225,0.035729922354221344,0.26690104603767395,110000
0.40485382080078125,-98.50200653076172,-6.19141960144043,-99.81717681884766,103.98687744140625,98.50682067871094,4.401823043823242,1.07822847366333,0.14672744274139404,-0.002931091468781233,0.2648142874240875,120000
0.40884363651275635,-97.73088073730469,1.9654815196990967,-99.91603088378906,102.79291534423828,97.69825744628906,4.001245021820068,1.0934138298034668,0.13337484002113342,-0.07415840029716492,0.2646101117134094,130000
0.7545470595359802,-98.06610107421875,-0.2069920301437378,-99.9315185546875,103.08382415771484,98.05916595458984,3.9157156944274902,1.1089415550231934,0.13052386045455933,0.016349904239177704,0.2666667699813843,140000
1.1761192083358765,-98.46269226074219,-0.8232179880142212,-99.97550201416016,103.37696075439453,98.42809295654297,3.9379303455352783,1.0109432935714722,0.1312643438577652,0.05447347089648247,0.26562991738319397,150000
0.7638257145881653,-97.9588851928711,-9.177611351013184,-100.28530883789062,103.23113250732422,97.88162994384766,4.264698028564453,1.0847992897033691,0.14215660095214844,-0.026002030819654465,0.26760759949684143,160000
0.2970278859138489,-98.43152618408203,-0.26473259925842285,-100.01848602294922,103.63665771484375,98.4737319946289,4.089863300323486,1.0730587244033813,0.1363287717103958,-0.00739829009398818,0.26782098412513733,170000
3.30948805809021,-97.57530212402344,1.72544264793396,-99.90454864501953,102.30715942382812,97.5211181640625,3.714761257171631,1.0712839365005493,0.12382537126541138,-0.030162164941430092,0.26723337173461914,180000
0.4583522379398346,-97.5959701538086,1.9581730365753174,-99.99984741210938,102.43789672851562,97.56387329101562,3.7894248962402344,1.084596872329712,0.1263141632080078,-0.011906316503882408,0.26797670125961304,190000
1.44522225856781,-97.59065246582031,0.2014801800251007,-99.96955108642578,102.5186767578125,97.561279296875,3.8384459018707275,1.1189534664154053,0.12794819474220276,-0.04173317179083824,0.268303781747818,200000
0.6110299825668335,-98.83859252929688,-37.28382110595703,-99.89922332763672,104.17035675048828,98.82499694824219,4.289333343505859,1.0560331344604492,0.142977774143219,0.06007406860589981,0.26796919107437134,210000
0.3195946514606476,-97.67404174804688,0.8919755816459656,-99.9965591430664,102.57022857666016,97.67390441894531,3.784895896911621,1.1114246845245361,0.12616319954395294,-0.018656043335795403,0.26671361923217773,220000
0.9648218750953674,-98.44447326660156,-1.793901801109314,-100.02779388427734,104.0531997680664,98.427978515625,4.569392681121826,1.0558302402496338,0.15231308341026306,0.004012768622487783,0.26634296774864197,230000
1.7990251779556274,-98.76237487792969,-1.2774925231933594,-99.97388458251953,103.69171905517578,98.71612548828125,3.9252688884735107,1.0503240823745728,0.13084229826927185,0.006861304398626089,0.2683212459087372,240000
0.47921207547187805,-98.52397155761719,-8.299909591674805,-99.98676300048828,103.72274780273438,98.55825805664062,4.085317134857178,1.0791690349578857,0.13617724180221558,-0.045407943427562714,0.26703470945358276,250000
0.28782668709754944,-98.03355407714844,0.392074853181839,-99.8752670288086,103.1387939453125,98.01652526855469,4.061308860778809,1.0609588623046875,0.1353769600391388,-0.04451782628893852,0.26557520031929016,260000
0.4478018879890442,-98.33084869384766,0.19159376621246338,-100.17829895019531,102.92597961425781,98.31695556640625,3.533569812774658,1.0754567384719849,0.11778566241264343,-0.018698327243328094,0.26794305443763733,270000
0.14779990911483765,-98.93403625488281,-0.375373899936676,-99.91168212890625,103.90786743164062,98.95159912109375,3.9160001277923584,1.0402666330337524,0.1305333375930786,0.02936716191470623,0.2662179470062256,280000
0.3979191780090332,-98.52156066894531,-0.29809948801994324,-100.02814483642578,103.23465728759766,98.50445556640625,3.5864672660827637,1.1437368392944336,0.11954890936613083,-0.04700242727994919,0.2650282084941864,290000
9.68523120880127,-98.46058654785156,1.8417903184890747,-100.01004028320312,103.21346282958984,98.36094665527344,3.7097837924957275,1.1427315473556519,0.12365946173667908,0.024018358439207077,0.2683325707912445,300000
0.6834059953689575,-98.65177917480469,-27.330398559570312,-99.98857879638672,103.26262664794922,98.66484069824219,3.4752235412597656,1.1225554943084717,0.11584078520536423,-0.08472525328397751,0.2679016590118408,310000
1.3576146364212036,-97.38975524902344,0.15186572074890137,-100.06482696533203,102.00101470947266,97.43692016601562,3.541109085083008,1.0229887962341309,0.11803697049617767,-0.05023700371384621,0.26822909712791443,320000
1.4173014163970947,-97.95870208740234,-0.49806153774261475,-99.99571228027344,102.91085052490234,97.90087890625,3.9855868816375732,1.0243861675262451,0.13285289704799652,0.06101362779736519,0.2670283615589142,330000
12.686339378356934,-98.20835876464844,-0.6610775589942932,-99.96688079833984,103.07899475097656,98.27764129638672,3.6743671894073486,1.1269843578338623,0.1224789097905159,-0.0847257673740387,0.26864147186279297,340000
