Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,5963,8.0,8,,,,,,
,,,,,5972,9.0,9,,,,,,
,,,,,5980,8.0,8,,,,,,
,,,,,5991,11.0,11,,,,,,
,,,,,6000,9.0,9,,,,,,
,,,,,6000,,,0.07628414034843445,4.336880683898926,4.373653411865234,1.1066014766693115,0.82,0.0005
,,,,,6009,9.0,9,,,,,,
,,,,,6017,8.0,8,,,,,,
,,,,,6028,11.0,11,,,,,,
,,,,,6041,13.0,13,,,,,,
,,,,,6053,12.0,12,,,,,,
,,,,,6064,11.0,11,,,,,,
,,,,,6073,9.0,9,,,,,,
,,,,,6086,13.0,13,,,,,,
,,,,,6096,10.0,10,,,,,,
,,,,,6110,14.0,14,,,,,,
,,,,,6125,15.0,15,,,,,,
,,,,,6136,11.0,11,,,,,,
,,,,,6150,14.0,14,,,,,,
,,,,,6161,11.0,11,,,,,,
,,,,,6172,11.0,11,,,,,,
,,,,,6183,11.0,11,,,,,,
,,,,,6194,11.0,11,,,,,,
,,,,,6203,9.0,9,,,,,,
,,,,,6213,10.0,10,,,,,,
,,,,,6223,10.0,10,,,,,,
,,,,,6232,9.0,9,,,,,,
,,,,,6246,14.0,14,,,,,,
,,,,,6259,13.0,13,,,,,,
,,,,,6267,8.0,8,,,,,,
,,,,,6277,10.0,10,,,,,,
,,,,,6289,12.0,12,,,,,,
,,,,,6301,12.0,12,,,,,,
,,,,,6311,10.0,10,,,,,,
,,,,,6323,12.0,12,,,,,,
,,,,,6335,12.0,12,,,,,,
,,,,,6347,12.0,12,,,,,,
,,,,,6361,14.0,14,,,,,,
,,,,,6369,8.0,8,,,,,,
,,,,,6380,11.0,11,,,,,,
,,,,,6394,14.0,14,,,,,,
,,,,,6414,20.0,20,,,,,,
,,,,,6427,13.0,13,,,,,,
,,,,,6437,10.0,10,,,,,,
,,,,,6452,15.0,15,,,,,,
,,,,,6466,14.0,14,,,,,,
,,,,,6476,10.0,10,,,,,,
,,,,,6485,9.0,9,,,,,,
,,,,,6497,12.0,12,,,,,,
,,,,,6506,9.0,9,,,,,,
,,,,,6519,13.0,13,,,,,,
,,,,,6531,12.0,12,,,,,,
,,,,,6541,10.0,10,,,,,,
,,,,,6551,10.0,10,,,,,,
,,,,,6562,11.0,11,,,,,,
,,,,,6576,14.0,14,,,,,,
,,,,,6586,10.0,10,,,,,,
,,,,,6595,9.0,9,,,,,,
,,,,,6610,15.0,15,,,,,,
,,,,,6618,8.0,8,,,,,,
,,,,,6628,10.0,10,,,,,,
,,,,,6640,12.0,12,,,,,,
,,,,,6652,12.0,12,,,,,,
,,,,,6660,8.0,8,,,,,,
,,,,,6671,11.0,11,,,,,,
,,,,,6683,12.0,12,,,,,,
,,,,,6693,10.0,10,,,,,,
,,,,,6702,9.0,9,,,,,,
,,,,,6714,12.0,12,,,,,,
,,,,,6729,15.0,15,,,,,,
,,,,,6738,9.0,9,,,,,,
,,,,,6750,12.0,12,,,,,,
,,,,,6758,8.0,8,,,,,,
,,,,,6768,10.0,10,,,,,,
,,,,,6778,10.0,10,,,,,,
,,,,,6797,19.0,19,,,,,,
,,,,,6806,9.0,9,,,,,,
,,,,,6815,9.0,9,,,,,,
,,,,,6824,9.0,9,,,,,,
,,,,,6846,22.0,22,,,,,,
,,,,,6860,14.0,14,,,,,,
,,,,,6869,9.0,9,,,,,,
,,,,,6883,14.0,14,,,,,,
,,,,,6891,8.0,8,,,,,,
,,,,,6903,12.0,12,,,,,,
,,,,,6919,16.0,16,,,,,,
,,,,,6933,14.0,14,,,,,,
,,,,,6950,17.0,17,,,,,,
,,,,,6964,14.0,14,,,,,,
,,,,,6979,15.0,15,,,,,,
,,,,,7000,,,0.07029864192008972,4.8523406982421875,4.849766731262207,0.2684148848056793,0.79,0.0005
,,,,,7002,23.0,23,,,,,,
,,,,,7016,14.0,14,,,,,,
,,,,,7028,12.0,12,,,,,,
,,,,,7039,11.0,11,,,,,,
,,,,,7051,12.0,12,,,,,,
,,,,,7063,12.0,12,,,,,,
,,,,,7073,10.0,10,,,,,,
,,,,,7088,15.0,15,,,,,,
,,,,,7097,9.0,9,,,,,,
,,,,,7109,12.0,12,,,,,,
,,,,,7119,10.0,10,,,,,,
,,,,,7129,10.0,10,,,,,,
,,,,,7144,15.0,15,,,,,,
,,,,,7153,9.0,9,,,,,,
,,,,,7166,13.0,13,,,,,,
,,,,,7178,12.0,12,,,,,,
,,,,,7189,11.0,11,,,,,,
,,,,,7200,11.0,11,,,,,,
,,,,,7219,19.0,19,,,,,,
,,,,,7237,18.0,18,,,,,,
,,,,,7245,8.0,8,,,,,,
,,,,,7256,11.0,11,,,,,,
,,,,,7267,11.0,11,,,,,,
,,,,,7279,12.0,12,,,,,,
,,,,,7289,10.0,10,,,,,,
,,,,,7304,15.0,15,,,,,,
,,,,,7315,11.0,11,,,,,,
,,,,,7331,16.0,16,,,,,,
,,,,,7342,11.0,11,,,,,,
,,,,,7353,11.0,11,,,,,,
,,,,,7362,9.0,9,,,,,,
,,,,,7374,12.0,12,,,,,,
,,,,,7384,10.0,10,,,,,,
,,,,,7399,15.0,15,,,,,,
,,,,,7412,13.0,13,,,,,,
,,,,,7432,20.0,20,,,,,,
,,,,,7444,12.0,12,,,,,,
,,,,,7455,11.0,11,,,,,,
,,,,,7466,11.0,11,,,,,,
,,,,,7484,18.0,18,,,,,,
,,,,,7499,15.0,15,,,,,,
