Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Baseline Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
-156.17299,106.213554,-1.2038908,-304.61813,366.125,-92.60537,88.96556,26.432947,-252.99542,347.3333333333333,0.15644042193889618,1948.5732421875,80864,70.60243892669678,,37
-127.1081,62.600723,-37.749992,-234.68372,265.125,-155.40384,71.207214,-49.805756,-257.0612,315.77777777777777,0.04177612066268921,2573.2509765625,83706,73.44757270812988,,38
-91.33655,104.59278,35.11519,-242.67825,255.25,-178.19371,65.86937,-70.45559,-277.0641,345.0,-0.09508433192968369,2245.267822265625,85776,75.62109899520874,,39
-118.29761,64.6451,38.07863,-175.30444,204.1,-109.026566,59.350883,-31.270142,-189.60532,426.8,0.14932601153850555,2339.035888671875,87910,78.04836225509644,,40
-126.98682,81.3432,-26.24638,-240.58768,285.75,-119.701904,92.99063,6.0931015,-265.60147,342.8333333333333,0.1254723221063614,2749.84423828125,89967,80.59868693351746,,41
-93.52803,95.11792,27.413597,-263.51044,427.8,-96.288605,77.68238,0.44976807,-235.65546,370.8333333333333,0.12119413167238235,2434.331298828125,92192,83.3015923500061,,42
-164.75166,93.42126,14.390846,-294.1606,342.8333333333333,-135.39767,82.924515,31.938694,-250.74252,223.7,-0.3454887270927429,2339.79443359375,94429,85.41608333587646,,43
-153.12305,90.17108,41.309464,-220.31975,406.5,-108.609,101.01392,27.945045,-243.38644,358.5,0.10599695891141891,2685.119384765625,96580,88.31117177009583,,44
-115.05555,98.99474,-16.234543,-259.3244,310.85714285714283,-81.16726,112.21063,75.48753,-219.2009,337.0,0.12565651535987854,2913.83642578125,98602,91.00304698944092,,45
-179.08556,64.92663,-68.34313,-277.85492,276.875,-71.9551,85.58673,-4.2907104,-232.609,499.0,0.19925272464752197,2671.667724609375,101097,94.32966089248657,,46
-100.26018,41.816692,-35.173767,-146.93799,205.0,-26.278614,119.60077,87.14451,-208.55554,611.5,0.25525733828544617,2904.21875,103543,97.08392548561096,,47
-139.1829,101.80375,-14.258911,-272.24072,250.0,-59.85199,122.059265,194.33282,-213.5686,329.2857142857143,0.015738487243652344,2911.885009765625,105848,99.37845134735107,,48
-185.68,91.78057,-44.731533,-351.77118,250.375,-144.44676,68.32415,4.99484,-215.38956,185.54545454545453,-0.4212002158164978,3088.75927734375,107889,100.93813753128052,,49
-103.07375,148.66583,169.89053,-238.1902,355.1666666666667,-158.5318,106.37249,19.367355,-305.313,254.77777777777777,-0.06349656730890274,2105.041259765625,110182,103.00172924995422,,50
-132.42299,123.254776,-6.6562505,-391.34985,231.66666666666666,-131.00578,95.7543,-4.0993996,-268.1306,268.375,-0.23006027936935425,2158.377685546875,112329,104.71829056739807,,51
-106.37689,81.44928,18.057777,-253.38768,215.3,-157.89635,75.72152,-75.07328,-283.0356,265.0,-0.25311389565467834,2058.27197265625,114449,106.436847448349,,52
-126.60852,86.66518,-19.484058,-246.7133,202.3,-160.11676,100.79541,-7.4448433,-303.3886,261.44444444444446,-0.23482303321361542,2611.95849609375,116802,108.22189402580261,,53
-78.30498,74.612206,32.03368,-210.2189,228.2,-112.45781,42.268257,-30.763147,-168.82938,253.25,-0.3505873382091522,1344.78564453125,118828,110.05111455917358,,54
-104.58915,102.462746,32.279884,-281.74136,214.5,-171.61745,73.64972,-85.52055,-283.92245,292.42857142857144,-0.26509109139442444,1891.5958251953125,120875,111.84609079360962,,55
-166.38351,73.757706,-64.03421,-283.9253,252.875,-90.76239,123.06034,92.3468,-251.7764,347.3333333333333,0.15570354461669922,2462.723388671875,122959,114.14354705810547,,56
-134.30637,75.69411,-19.134884,-249.13058,226.8,-81.42083,122.21732,163.05305,-196.24864,289.85714285714283,0.1273609846830368,3336.51611328125,124988,116.10398626327515,,57
-188.1538,79.96212,-34.779076,-265.55692,253.375,-136.93204,53.272152,-39.205006,-215.35907,199.9090909090909,-0.43317916989326477,2149.2744140625,127187,117.73716139793396,,58
-164.87346,147.73877,115.79119,-342.49072,346.8333333333333,-190.10211,93.07482,11.325649,-302.14172,273.625,-0.1546105146408081,2209.189453125,129376,120.01998257637024,,59
-216.28267,118.20341,13.196526,-361.43817,289.75,-83.330025,126.22315,182.53793,-220.58408,309.42857142857144,-0.05175856500864029,2640.63671875,131542,122.23599886894226,,60
-237.10095,89.423454,-108.188576,-418.39276,251.5,-122.24102,116.84589,37.725388,-341.88635,254.25,-0.2128409743309021,2243.5615234375,133576,123.98483157157898,,61
-189.55894,64.23787,-83.54911,-293.14905,246.66666666666666,-158.19736,108.318634,-34.864216,-309.46768,264.5,-0.16549824178218842,2594.63232421875,135692,125.75630450248718,,62
-121.52847,80.61387,-39.711205,-296.0978,229.55555555555554,-148.55023,73.697876,-25.598167,-281.5309,226.22222222222223,-0.4057232141494751,2063.60693359375,137728,127.4354956150055,,63
-157.18877,117.43081,30.237846,-268.87622,253.0,-176.52634,59.91256,-63.05157,-240.50308,256.375,-0.287797749042511,2408.69189453125,139779,129.21829104423523,,64
-109.14951,122.457436,148.31609,-208.83185,379.8333333333333,-130.44612,122.41089,96.489265,-253.97064,402.8,-0.05917798727750778,2740.21484375,141793,131.68626308441162,,65
-112.00636,150.67732,182.18134,-210.64754,401.6,-101.6399,106.89584,61.406372,-257.42923,208.0,-0.053986161947250366,2804.455322265625,144081,133.46389031410217,,66
-124.54845,107.51188,14.206982,-305.86078,266.5,-138.84387,93.901115,-6.899441,-246.32054,211.1,-0.06841378659009933,2928.72998046875,146192,135.15852189064026,,67
-89.342804,159.20769,122.76122,-335.22537,505.6,-89.21585,80.27184,-3.8605156,-238.0207,231.77777777777777,-0.17669078707695007,2005.27880859375,148278,137.29945540428162,,68
-114.98185,111.47264,50.122807,-257.67575,208.3,-101.7264,117.5516,89.82155,-314.21747,239.66666666666666,0.01630031317472458,2582.099609375,150435,138.94362783432007,,69
-175.05159,78.51804,-33.89158,-269.55066,337.3333333333333,-170.22704,129.36565,1.2435694,-376.82855,263.875,0.010598334483802319,2692.017333984375,152546,140.7851758003235,,70
-125.5764,72.4146,-20.313755,-220.74698,242.88888888888889,-178.32808,79.40465,-17.821163,-280.29993,252.75,-0.21746355295181274,2905.380615234375,154568,142.52416014671326,,71
-155.4937,96.623604,-33.60305,-299.62375,249.33333333333334,-145.84496,121.443695,12.906265,-298.11536,264.0,-0.12602342665195465,2667.855712890625,156680,144.42701053619385,,72
-44.4965,87.12434,67.24499,-172.8602,419.8,-139.44154,98.542244,28.626566,-253.74573,235.55555555555554,0.013147505931556225,3263.981201171875,158800,146.42748284339905,,73
-158.88132,88.142166,-22.234985,-282.5155,268.75,-79.206825,101.32541,64.30056,-249.70862,434.6,0.17203836143016815,2821.315185546875,160973,148.79067730903625,,74
64.84719,6.0490437,70.89623,58.798145,1000.0,-94.64104,120.577,140.48996,-214.59586,333.625,0.06807989627122879,3397.885498046875,163642,151.5797474384308,,75
48.674084,147.82231,213.20718,-179.7316,575.75,36.941025,169.61635,245.8454,-213.48956,415.8333333333333,0.3084464371204376,5160.1240234375,166137,154.47268438339233,,76
-4.3197174,33.62251,24.000668,-51.55825,740.3333333333334,-70.85355,99.93271,95.757,-198.55891,378.0,0.07262439280748367,2753.254638671875,168405,157.46841526031494,,77
-70.82249,106.26396,60.750008,-202.0394,413.2,-69.46229,75.362206,24.286247,-170.16763,238.33333333333334,-0.07969384640455246,2537.0849609375,170550,159.35504698753357,,78
-132.4922,104.32916,40.14964,-247.22269,371.1666666666667,-154.79453,118.85437,53.096107,-314.74445,422.8,-0.02980579249560833,2758.74853515625,172664,161.7634937763214,,79
-75.40664,97.10249,75.891235,-199.01863,343.1666666666667,-152.22879,90.44042,43.09419,-234.72363,251.375,-0.20148077607154846,2760.314208984375,174675,163.71792554855347,,80
-184.95068,80.807846,-32.00948,-276.71744,287.14285714285717,-112.72417,150.98015,71.18931,-290.26746,453.8,0.0253919567912817,2527.803955078125,176944,166.26013135910034,,81
-178.60582,104.950066,-39.347023,-319.79065,304.42857142857144,-27.656738,102.954094,153.64078,-155.05136,414.4,0.10806383937597275,2467.104736328125,179016,168.76373839378357,,82
-154.69753,79.79577,-24.912025,-254.34683,293.85714285714283,-131.8836,120.92849,16.74134,-301.4489,426.2,-0.03765689954161644,2961.723388671875,181147,171.35446453094482,,83
-100.588715,108.20505,105.4611,-247.41144,376.0,-33.816517,111.88632,208.04742,-185.55237,321.85714285714283,0.023502500727772713,3023.138916015625,183400,173.63449430465698,,84
37.111565,118.93657,167.0831,-128.76868,586.75,-84.85042,50.970005,-30.444172,-188.4758,261.75,-0.05805601552128792,1151.181884765625,185494,175.9033088684082,,85
-119.97179,84.54551,10.959869,-237.72812,238.88888888888889,-111.16937,130.07404,89.955246,-319.0907,391.5,0.023761797696352005,2381.8037109375,187843,178.57355666160583,,86
-55.715393,105.52648,131.64197,-195.69754,438.6,-100.79835,155.16707,122.70733,-315.91183,511.0,-0.06759915500879288,2392.612060546875,189887,180.95501708984375,,87
-63.634556,91.3285,101.39141,-168.30103,342.1666666666667,-1.3453583,146.03513,130.60938,-273.9043,573.6,-0.0941956639289856,2387.47900390625,192755,183.96721625328064,,88
-74.20238,108.73502,114.58612,-201.31851,413.2,-93.28899,134.25703,139.02383,-259.52588,351.5,-0.08673916757106781,2581.74462890625,195567,186.6514768600464,,89
-148.56902,78.57058,23.78991,-204.06038,354.5,-55.432262,157.48665,185.86049,-262.21652,401.4,0.05466528609395027,2409.322021484375,197574,189.06925630569458,,90
-61.640423,165.62912,219.21283,-247.11665,408.2857142857143,-138.40915,95.18965,71.22141,-226.1242,252.125,-0.18214362859725952,3027.292236328125,199591,191.40040111541748,,91
-173.20154,99.665886,-25.328806,-273.89615,254.5,-132.08527,149.1159,99.44673,-299.252,341.5,-0.09385151416063309,3639.667236328125,201640,193.69218969345093,,92
-123.7395,137.88861,140.01909,-244.26495,363.0,-120.461006,69.20287,-18.41555,-256.09042,227.0,-0.2090507596731186,1953.8046875,203683,195.70840859413147,,93
-236.59415,81.28442,-87.34392,-331.65134,252.5,-203.39163,84.75807,-35.672516,-269.52585,246.22222222222223,-0.3923752009868622,4726.1669921875,205899,197.49570178985596,,94
-165.88118,90.46925,0.38591766,-289.00424,268.75,-167.37004,85.89054,-33.60646,-307.7396,236.66666666666666,-0.3685852289199829,3528.594970703125,208029,199.22311353683472,,95
-140.28726,162.29962,99.3451,-287.77393,407.8,-142.71507,135.62022,96.00499,-298.52698,351.1666666666667,-0.15030308067798615,3087.81201171875,210136,201.6661183834076,,96
-200.60178,61.52157,-98.1248,-273.0216,272.875,-172.9581,105.60301,-43.32128,-327.5893,254.77777777777777,-0.22202107310295105,3209.494873046875,212429,203.53486847877502,,97
-104.941124,166.71611,144.09392,-323.8744,429.2,-199.40388,75.53068,-40.82378,-264.56183,298.7142857142857,-0.07473666965961456,1996.39990234375,214520,205.62254643440247,,98
-88.85718,82.596214,8.076377,-231.0238,287.7142857142857,-53.096054,146.5113,229.41823,-237.45982,358.125,0.1073756143450737,3317.2685546875,217385,208.14781618118286,,99
-39.342434,94.785065,69.66617,-178.3818,348.1666666666667,-99.57119,120.93831,120.28993,-238.02832,380.8333333333333,0.03737320005893707,2731.146484375,219670,210.86151385307312,,100
-88.301414,79.96357,0.37555695,-211.04535,251.22222222222223,-116.633736,119.89018,115.67794,-226.42136,338.8333333333333,-0.014718839898705482,3383.950927734375,221703,212.9023175239563,,101
-51.736004,150.8428,248.55212,-205.78304,289.57142857142856,44.08606,114.753845,186.84836,-97.82646,630.75,0.18861638009548187,2822.103515625,224226,215.7102496623993,,102
-38.826717,111.57288,158.00911,-167.41399,349.8333333333333,8.17854,121.515724,147.89818,-215.37613,453.6666666666667,0.16116605699062347,2974.979736328125,226948,218.7279555797577,,103
-12.909415,80.25587,110.77892,-150.27179,345.0,14.308188,81.63348,187.362,-62.8544,345.5,0.14308534562587738,1748.828125,229021,220.95652151107788,,104
1.5801163,124.90981,166.06088,-173.76463,547.2,-45.077923,142.22519,246.20479,-230.4445,289.0,0.06629763543605804,2939.69775390625,231044,223.54473066329956,,105
-59.026447,88.0672,49.06503,-199.61153,352.0,14.826263,47.2572,76.86842,-38.681606,480.8333333333333,-0.059880953282117844,1608.0859375,233929,227.1752576828003,,106
-114.89917,96.77304,83.51227,-217.73933,288.4,-21.858715,164.49849,142.74036,-191.17102,609.75,-0.22922775149345398,2526.316650390625,236368,230.56499028205872,,107
-91.62693,134.34843,132.58482,-251.63336,363.1666666666667,-115.189354,106.50592,79.39531,-253.68863,339.42857142857144,-0.12019437551498413,2789.962158203125,238744,233.0066418647766,,108
-91.15254,181.55618,253.38647,-260.88245,418.2,-128.71794,98.17256,26.940054,-234.70277,257.0,-0.09715373069047928,3317.12744140625,240800,234.97102808952332,,109
5.4354515,102.42424,133.34872,-173.74016,493.8333333333333,-133.77148,127.067955,22.343605,-358.5941,380.5,-0.031013403087854385,3156.764404296875,243083,237.96816563606262,,110
-105.79398,139.51024,227.4198,-254.17007,256.8888888888889,-72.61729,92.99886,48.973167,-191.79823,401.2,0.027942100539803505,2210.514404296875,245089,240.25162315368652,,111
-130.99707,146.48251,145.05693,-256.53363,445.4,-13.082395,121.39735,225.87732,-109.18808,409.4,0.16956061124801636,2014.4833984375,247136,242.701500415802,,112
-113.42618,127.54988,129.76419,-234.46773,347.5,-40.225563,120.51041,188.5912,-200.28784,373.75,0.05261451378464699,2619.422119140625,250126,245.3760793209076,,113
-85.17663,147.84732,204.06718,-264.92584,286.14285714285717,-108.10451,157.8278,202.16055,-289.21017,290.2857142857143,-0.07138676941394806,5028.015625,252158,247.2757806777954,,114
-107.67045,106.957855,45.829662,-263.89795,235.88888888888889,-166.34177,140.27481,113.26735,-249.27576,429.0,-0.05097835510969162,3435.343994140625,254303,249.3988161087036,,115
-122.90912,77.96001,30.975327,-223.86368,287.25,-90.26836,132.78018,103.44898,-222.0988,502.5,0.0038741992320865393,2243.67041015625,256313,251.59447836875916,,116
-121.9889,117.07175,145.39197,-207.28546,306.57142857142856,-52.200413,70.8348,74.73812,-163.62744,357.8333333333333,-0.0933266282081604,1645.2098388671875,258460,253.6522719860077,,117
-39.987167,101.1558,172.13052,-183.7941,238.66666666666666,-24.50982,141.45296,197.73343,-185.62772,459.5,-0.004042870830744505,2498.280517578125,261217,256.14487409591675,,118
-104.543686,134.8524,219.18793,-219.44055,283.75,-118.06423,67.65375,-12.548782,-192.84866,212.5,-0.24063502252101898,2932.200927734375,263342,257.92374563217163,,119
-40.61174,117.64132,185.89665,-213.95522,274.875,-30.387514,125.111626,240.17383,-201.83664,266.25,-0.12793120741844177,3390.705322265625,265472,259.8024933338165,,120
-65.19864,154.78593,285.89584,-256.173,254.625,-11.917955,173.37837,267.2435,-230.41095,260.125,-0.22329813241958618,4536.1494140625,267553,261.46053409576416,,121
-38.548183,134.59914,257.51468,-207.23708,287.42857142857144,-74.392426,124.50803,145.09372,-212.58218,369.3333333333333,-0.060989249497652054,2318.942138671875,269769,263.4985773563385,,122
-95.62834,129.12674,119.705444,-245.2948,391.57142857142856,-160.63431,107.41342,33.359886,-256.76,255.875,-0.16529327630996704,3813.96875,271816,265.5745596885681,,123
-76.08299,133.69043,199.40395,-283.58786,273.625,-77.69194,146.78275,259.4619,-235.83107,268.75,-0.020911483094096184,3723.474853515625,273966,267.36182618141174,,124
-204.84097,114.0937,-8.748207,-299.45547,260.5,-162.52736,75.83719,-26.834248,-257.86633,233.88888888888889,-0.27886033058166504,3437.12158203125,276071,268.94683599472046,,125
-170.12924,54.753685,-50.420574,-211.45815,302.14285714285717,-45.674725,177.12643,209.62503,-227.20276,441.0,-0.06166624277830124,3862.783203125,278276,271.2613139152527,,126
-118.111084,105.94292,11.084935,-314.05515,260.1111111111111,-152.44899,118.97427,68.31337,-288.7162,400.4,-0.014719944447278976,2287.552978515625,280278,273.37008714675903,,127
-145.53674,85.525894,-38.519287,-250.06517,250.55555555555554,-116.88768,89.02967,-23.177986,-270.93036,235.55555555555554,-0.008098438382148743,2431.12548828125,282398,275.03618001937866,,128
-210.04869,60.98642,-57.96511,-270.30692,271.25,-142.30722,91.90245,12.39715,-266.4835,267.0,0.010310998186469078,2743.583251953125,284534,276.8192021846771,,129
-84.282486,105.64393,31.093285,-266.4781,292.42857142857144,-118.054276,69.717545,10.771164,-195.83711,251.875,-0.13163860142230988,1860.420166015625,286549,278.6159119606018,,130
-106.50433,145.01733,249.056,-215.69067,229.77777777777777,-88.90032,158.82413,258.56064,-258.7366,317.57142857142856,-0.02547718957066536,3225.779296875,288772,280.4560887813568,,131
-68.11921,135.42787,245.25934,-251.8163,252.66666666666666,-160.4457,74.877495,-13.490295,-266.2868,293.75,-0.08370167016983032,2641.006103515625,291122,282.4853539466858,,132
-132.2295,67.79919,-35.56367,-220.73813,314.2857142857143,50.813644,157.98056,271.70068,-186.94421,240.0,0.16049720346927643,6295.90625,293282,284.2665717601776,,133
-147.04156,75.05819,-45.90017,-234.50586,257.625,-59.593773,144.7477,229.20563,-265.06165,277.0,0.04905923828482628,3768.101806640625,295498,286.05524921417236,,134
43.24775,88.47257,195.92169,-48.144775,431.8,-60.138874,137.74426,244.58395,-208.3971,237.44444444444446,-0.012644948437809944,3743.87158203125,297635,288.2244064807892,,135
-119.22912,150.2416,225.25983,-239.69221,255.875,-80.18306,119.11849,114.27794,-214.24507,405.6,0.04507797583937645,2024.21875,299663,290.1024549007416,,136
-91.75133,150.32599,221.37634,-249.45317,333.75,-108.57484,126.446304,151.40697,-249.56403,252.625,-0.04861999675631523,3886.899169921875,301684,292.04318261146545,,137
-66.95288,153.6521,268.198,-244.58478,285.625,-128.98483,82.123566,-10.304377,-213.87912,234.11111111111111,-0.1097545474767685,2856.476806640625,303791,293.8272488117218,,138
-149.18613,92.91819,30.007164,-261.5785,314.85714285714283,-100.78318,106.85396,68.00029,-252.26572,407.2,-0.020485565066337585,2011.3857421875,305827,296.0165526866913,,139
-117.48727,167.88739,281.35547,-218.34785,285.85714285714283,-176.6039,77.48187,-29.092941,-284.62775,258.77777777777777,-0.10480345785617828,3144.120849609375,308156,297.7515592575073,,140
-131.72609,85.42492,-6.516609,-268.11874,313.42857142857144,-152.04465,157.07945,95.75967,-342.22055,448.2,0.06662219762802124,2866.04541015625,310397,300.167343378067,,141
-93.92493,157.12741,252.09583,-283.45428,364.7142857142857,-163.36964,64.345345,-48.78572,-240.11224,286.75,0.07213272154331207,2710.068115234375,312691,302.39198207855225,,142
-63.83199,127.18866,255.42166,-176.53918,243.88888888888889,-90.135895,176.70067,257.636,-250.6945,350.5,0.08063799887895584,3276.649169921875,314794,304.3231644630432,,143
-50.470478,150.76208,254.73167,-238.161,336.6666666666667,-122.0874,171.04836,232.50864,-244.76184,354.3333333333333,-0.03525995463132858,3927.773193359375,316920,306.3261697292328,,144
-41.850533,101.29972,143.08063,-166.9184,271.125,-100.70194,93.3423,7.4095116,-239.1988,237.88888888888889,-0.021050885319709778,2323.372314453125,319061,308.0046761035919,,145
-21.107794,122.572655,263.42676,-237.43079,229.66666666666666,-70.00503,183.80116,156.61237,-278.55902,404.2,-0.05750749260187149,3997.834228515625,321082,310.0153748989105,,146
-76.14804,150.72697,277.65,-245.02515,239.66666666666666,-89.87955,145.84421,257.05463,-218.72333,243.66666666666666,-0.0729619488120079,4374.22021484375,323275,311.7321586608887,,147
-83.76639,88.32439,13.635437,-248.97054,239.88888888888889,-55.551094,149.21983,254.36078,-237.66153,276.625,0.05804247409105301,3817.701171875,325488,313.4782271385193,,148
-158.14282,90.19866,-26.918797,-273.38116,276.25,-121.55137,178.42175,185.72652,-274.19092,424.0,0.041710108518600464,2946.96240234375,327608,315.53594183921814,,149
-108.037506,98.241646,-3.4965534,-244.73857,267.25,-81.77895,151.73424,233.37825,-256.26306,268.0,0.032582178711891174,3737.4541015625,329752,317.276570558548,,150
-96.45503,152.46721,231.16942,-247.84464,304.0,-46.72281,112.82538,188.94571,-218.6741,314.375,0.1057436615228653,2309.732421875,332267,319.53340673446655,,151
-158.86343,88.14778,-24.488796,-276.15872,247.66666666666666,-21.295666,178.72548,245.53532,-246.21304,303.85714285714283,0.06365358829498291,4585.1708984375,334394,321.39492535591125,,152
-80.067116,167.3098,232.29872,-269.64008,401.0,-68.98774,105.99229,27.980698,-257.08853,258.875,-0.07796182483434677,2667.972900390625,336465,323.2569136619568,,153
-139.77591,74.548035,-44.159863,-276.5089,266.875,-86.13201,174.59511,295.02353,-249.91539,289.85714285714283,0.06090836971998215,4073.317626953125,338494,325.02531695365906,,154
