Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,24539,-447.23962,90,,,,,,
,,,,,24647,-396.0067,108,,,,,,
,,,,,24711,-141.32556,64,,,,,,
,,,,,24781,-424.9793,70,,,,,,
,,,,,24836,-119.09915,55,,,,,,
,,,,,24943,-454.30157,107,,,,,,
,,,,,24998,-220.34952,55,,,,,,
,,,,,25000,,,2.68013334274292,-1.3117525577545166,-1.2418185472488403,8.909468650817871,0.85,0.001
,,,,,25105,-531.7659,107,,,,,,
,,,,,25197,-214.41888,92,,,,,,
,,,,,25267,-119.01909,70,,,,,,
,,,,,25349,-376.94846,82,,,,,,
,,,,,25407,-81.104706,58,,,,,,
,,,,,25503,-505.10376,96,,,,,,
,,,,,25564,-127.80169,61,,,,,,
,,,,,25635,-101.95389,71,,,,,,
,,,,,25703,-115.0788,68,,,,,,
,,,,,25792,-148.85667,89,,,,,,
,,,,,25851,-81.31528,59,,,,,,
,,,,,25910,-97.542465,59,,,,,,
,,,,,26000,,,2.5100255012512207,-1.0089945793151855,-1.245547890663147,6.702700614929199,0.844,0.001
,,,,,26012,-407.5184,102,,,,,,
,,,,,26110,-454.03857,98,,,,,,
,,,,,26182,-415.58466,72,,,,,,
,,,,,26307,-465.45206,125,,,,,,
,,,,,26366,-91.14728,59,,,,,,
,,,,,26438,-311.2041,72,,,,,,
,,,,,26514,-134.84076,76,,,,,,
,,,,,26587,-343.21893,73,,,,,,
,,,,,26696,-453.15424,109,,,,,,
,,,,,26793,-141.65305,97,,,,,,
,,,,,26861,-248.76727,68,,,,,,
,,,,,26928,-149.15439,67,,,,,,
,,,,,27000,,,429.1831359863281,-2.760154962539673,0.06133335828781128,142.0990753173828,0.838,0.001
,,,,,27049,-112.554344,121,,,,,,
,,,,,27121,-266.6328,72,,,,,,
,,,,,27219,-123.11734,98,,,,,,
,,,,,27295,-405.10995,76,,,,,,
,,,,,27365,-139.41794,70,,,,,,
,,,,,27433,-97.641426,68,,,,,,
,,,,,27498,-88.778725,65,,,,,,
,,,,,27573,-153.37483,75,,,,,,
,,,,,27659,-124.1299,86,,,,,,
,,,,,27763,-466.66876,104,,,,,,
,,,,,27837,-85.26275,74,,,,,,
,,,,,27895,-87.85172,58,,,,,,
,,,,,27993,-258.66647,98,,,,,,
,,,,,28000,,,219.3512420654297,-3.2698850631713867,-2.8251428604125977,115.19111633300781,0.832,0.001
,,,,,28054,-124.96952,61,,,,,,
,,,,,28121,-268.00922,67,,,,,,
,,,,,28191,-150.77808,70,,,,,,
,,,,,28322,-490.62073,131,,,,,,
,,,,,28418,-477.72565,96,,,,,,
,,,,,28526,-298.76932,108,,,,,,
,,,,,28651,-373.52698,125,,,,,,
,,,,,28743,-197.00146,92,,,,,,
,,,,,28825,-360.0932,82,,,,,,
,,,,,28938,-409.11728,113,,,,,,
